class,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
2.00,22358.20,1.00,1.00,3.00,96.64,19.24,11.52,10.98,118.25,2617.63,7304.23,96.89,99.01,0.00,39.41,0.99,7.00,1.00,0.00,0.00,0.00,1.00
2.00,18329.80,1.00,10.00,21.00,137.97,147.72,67.87,0.84,956.95,2594.16,5041.24,171.99,209.47,4.00,45.56,0.96,152.00,0.37,0.51,58.93,56.26,1.03
2.00,18329.80,1.00,3.00,7.00,41.56,23.79,61.66,2.50,194.44,1263.05,4610.66,66.11,93.36,2.00,27.77,0.89,26.00,0.67,1.02,41.06,55.46,1.07
2.00,18329.80,1.00,3.00,7.00,66.28,82.03,56.20,1.62,264.57,1343.50,4616.60,100.16,127.48,2.00,37.79,0.89,44.00,0.67,0.00,50.18,45.14,1.04
2.00,18329.80,1.00,4.00,9.00,62.05,54.25,32.57,2.80,173.10,1293.20,4625.93,81.70,96.07,3.00,19.23,0.96,23.00,0.75,0.00,48.30,42.60,1.01
2.00,18329.80,1.00,5.00,11.00,89.55,46.86,59.54,1.05,401.15,1546.40,4642.61,96.89,111.71,4.00,36.46,0.94,86.00,0.80,1.02,51.54,53.46,1.02
2.00,18329.80,1.00,2.00,5.00,15.79,20.52,27.88,6.28,62.38,1076.73,4588.59,31.15,31.80,1.00,12.47,0.98,9.00,0.50,0.00,94.78,91.02,0.00
2.00,18329.80,1.00,1.00,3.00,16.69,78.92,0.00,9.40,94.47,2013.41,5633.78,71.61,76.46,0.00,31.49,0.98,8.00,1.00,0.00,0.00,0.00,1.01
2.00,74192.40,1.00,2.00,5.00,40.77,48.03,60.03,3.45,140.22,2733.12,18563.60,75.05,87.64,1.00,28.04,0.96,28.00,0.50,0.00,73.55,78.77,1.02
2.00,74192.40,1.00,4.00,9.00,279.53,139.72,55.73,1.68,852.26,5051.98,19311.80,279.81,307.64,3.00,94.69,0.95,112.00,0.75,0.50,79.97,35.66,1.01
2.00,74192.40,1.00,1.00,3.00,14.31,88.20,4.50,13.76,105.55,4107.10,20943.90,75.36,76.86,0.00,35.18,0.99,9.00,1.00,0.00,0.00,0.00,1.01
2.00,74192.40,1.00,3.00,7.00,257.46,89.95,31.19,1.35,619.81,3513.35,18702.30,265.52,293.44,2.00,88.54,0.97,97.00,0.67,0.82,42.77,22.36,1.01
2.00,74192.40,1.00,4.00,9.00,143.85,168.55,59.21,1.48,562.91,3332.02,18635.10,183.99,211.98,3.00,62.54,0.96,81.00,0.75,1.00,60.48,52.72,1.01
2.00,74192.40,1.00,3.00,7.00,224.69,105.23,58.49,2.12,376.23,3044.54,18596.30,231.70,260.10,2.00,53.74,0.95,50.00,0.67,0.00,63.02,67.15,1.02
2.00,74192.40,1.00,4.00,9.00,182.50,76.84,57.37,1.62,605.93,3559.43,18735.50,203.17,216.06,3.00,67.32,0.98,81.00,0.75,0.82,34.83,34.91,1.01
2.00,74192.40,1.00,8.00,17.00,240.66,365.04,63.91,1.14,1422.21,6163.18,19333.00,314.04,387.21,6.00,83.65,0.96,266.00,0.69,1.22,69.12,74.72,1.02
2.00,74192.40,1.00,6.00,13.00,222.18,232.73,32.21,2.30,885.24,7723.48,21037.40,261.29,281.24,4.00,68.09,0.97,175.00,0.58,3.45,52.85,48.67,1.01
2.00,74192.40,1.00,8.00,17.00,211.08,277.71,42.85,0.88,1367.55,4771.36,18987.20,261.16,289.83,6.00,80.44,0.95,205.00,0.69,0.75,69.10,62.30,1.02
2.00,74192.40,1.00,4.00,9.00,258.30,285.88,63.81,1.05,888.80,3984.78,18767.90,279.61,329.89,3.00,98.75,0.94,143.00,0.75,1.00,76.16,47.42,1.02
2.00,74192.40,1.00,2.00,5.00,41.61,169.74,62.38,2.91,276.64,2913.13,18582.50,169.10,200.20,1.00,55.32,0.97,34.00,0.50,0.00,73.12,86.82,1.01
2.00,65645.10,1.00,11.00,23.00,237.30,253.69,65.04,0.82,1317.83,4220.79,16646.70,273.58,295.63,6.00,57.29,0.95,210.00,0.58,0.63,55.87,60.60,1.02
2.00,65645.10,1.00,1.00,3.00,100.59,179.11,21.27,2.62,259.40,2995.18,16539.80,189.34,231.85,0.00,86.46,0.94,45.00,1.00,0.00,0.00,0.00,1.02
2.00,65645.10,1.00,2.00,5.00,239.61,117.75,54.40,2.47,371.23,3290.31,16601.70,177.00,206.28,1.00,74.24,0.97,49.00,0.50,0.00,116.94,125.02,1.02
2.00,65645.10,1.00,4.00,9.00,254.52,303.47,25.87,1.58,721.02,3707.71,16645.90,297.02,334.60,3.00,80.11,0.95,92.00,0.75,1.00,82.47,81.23,1.02
2.00,65645.10,1.00,2.00,5.00,30.87,111.43,51.74,3.13,167.88,2568.50,16430.70,112.14,131.55,1.00,33.57,0.96,30.00,0.50,0.00,135.79,119.64,1.02
2.00,65645.10,1.00,3.00,7.00,150.36,135.37,52.05,1.18,486.16,3050.14,16494.20,199.35,249.56,2.00,69.44,0.94,111.00,0.67,1.00,68.45,45.19,1.02
2.00,65645.10,1.00,1.00,3.00,48.72,27.54,14.93,10.85,81.24,2525.03,16441.00,51.80,53.69,0.00,27.08,0.99,8.00,1.00,0.00,0.00,0.00,1.01
2.00,65645.10,1.00,9.00,19.00,268.80,169.42,45.30,0.79,1452.71,4392.21,16661.40,332.26,350.04,6.00,76.45,0.96,233.00,0.71,1.00,35.75,38.47,1.02
2.00,65645.10,1.00,1.00,3.00,35.11,88.59,0.00,13.48,110.76,3694.56,18090.40,82.48,83.21,0.00,36.92,1.00,8.00,1.00,0.00,0.00,0.00,1.00
2.00,100523.00,1.00,1.00,3.00,29.16,31.75,40.29,4.41,94.44,3331.79,25165.50,51.40,62.69,0.00,31.47,0.94,26.00,1.00,0.00,0.00,0.00,1.05
2.00,100523.00,1.00,3.00,7.00,113.79,300.75,52.46,1.88,535.71,4496.28,25410.10,317.69,345.02,2.00,76.53,0.94,89.00,0.67,0.00,43.34,48.81,1.05
2.00,100523.00,1.00,2.00,5.00,70.10,82.29,15.24,5.99,177.18,3550.16,25211.40,91.53,103.50,1.00,35.43,0.95,18.00,0.50,0.00,34.20,37.13,1.02
2.00,100523.00,1.00,3.00,7.00,235.20,253.02,57.67,4.10,595.12,4787.95,25528.00,289.69,298.09,2.00,85.01,0.99,29.00,0.67,1.00,27.93,18.51,1.00
2.00,100523.00,1.00,1.00,3.00,64.02,41.59,10.74,10.05,108.67,4384.35,26665.50,67.38,76.92,0.00,36.22,0.96,16.00,1.00,0.00,0.00,0.00,1.02
2.00,100523.00,1.00,3.00,7.00,125.58,255.83,50.31,2.28,534.82,4595.92,25473.80,277.02,322.32,2.00,76.40,0.94,66.00,0.67,1.00,55.83,32.62,1.01
2.00,100523.00,1.00,1.00,3.00,11.31,80.45,45.20,5.05,120.17,3399.69,25179.80,79.63,88.42,0.00,40.05,0.97,22.00,1.00,0.00,0.00,0.00,1.03
2.00,100523.00,1.00,3.00,7.00,39.69,84.81,46.63,2.73,213.05,3644.81,25231.30,82.57,94.88,2.00,30.43,0.95,49.00,0.67,0.00,85.15,61.50,1.02
2.00,100523.00,1.00,2.00,5.00,73.53,186.99,20.76,5.05,276.13,3811.28,25266.20,177.52,202.14,1.00,55.22,0.98,22.00,0.50,0.00,44.13,51.54,1.01
2.00,100523.00,1.00,3.00,7.00,95.79,185.14,42.44,2.83,380.57,4112.78,25337.70,187.56,224.26,2.00,54.36,0.96,47.00,0.67,1.71,53.55,43.68,1.02
2.00,100523.00,1.00,1.00,3.00,27.33,31.75,40.50,16.29,92.65,3327.08,25164.50,49.01,60.90,0.00,30.88,0.93,6.00,1.00,0.00,0.00,0.00,1.03
2.00,100523.00,1.00,4.00,9.00,281.61,193.87,57.78,2.49,738.77,5112.47,25564.80,294.92,320.96,3.00,82.08,0.95,57.00,0.75,1.71,55.39,51.64,1.02
2.00,100523.00,1.00,7.00,15.00,239.40,134.49,35.18,1.76,932.95,5670.77,25696.50,284.96,307.78,3.00,62.19,0.96,104.00,0.31,1.71,43.69,39.65,1.02
2.00,100523.00,1.00,6.00,13.00,259.56,224.20,35.08,2.50,806.93,5273.62,25592.70,270.13,296.29,3.00,62.07,0.96,57.00,0.25,1.71,50.05,51.38,1.02
2.00,38819.10,1.00,1.00,3.00,228.24,109.28,19.33,2.51,288.96,2439.91,9883.21,248.76,265.84,0.00,96.31,0.98,43.00,1.00,0.00,0.00,0.00,1.01
2.00,38819.10,1.00,8.00,17.00,241.71,186.01,51.24,0.81,1089.54,3431.92,10172.80,222.69,257.36,4.00,64.09,0.94,212.00,0.38,0.72,60.45,60.75,1.03
2.00,38819.10,1.00,6.00,13.00,182.70,215.70,62.89,0.84,799.89,2754.97,9828.44,241.50,274.55,4.00,61.52,0.93,168.00,0.58,1.00,83.71,57.68,1.02
2.00,38819.10,1.00,3.00,7.00,217.17,205.35,64.93,1.48,460.14,2300.90,9779.55,296.27,312.10,2.00,65.73,0.93,65.00,0.67,1.00,82.56,74.09,1.05
2.00,38819.10,1.00,9.00,19.00,191.52,180.77,68.93,1.11,1027.98,3375.02,10015.80,247.74,274.93,6.00,54.10,0.98,117.00,0.71,1.52,56.90,49.80,1.01
2.00,38819.10,1.00,1.00,3.00,1.86,102.47,17.18,11.07,116.89,3163.79,11575.50,92.52,93.77,0.00,38.95,1.00,9.00,1.00,0.00,0.00,0.00,1.00
2.00,58981.60,1.00,6.00,13.00,166.59,64.85,71.98,1.53,646.10,3462.70,14952.10,192.51,206.68,3.00,49.70,0.94,87.00,0.25,1.01,52.37,54.91,1.03
2.00,58981.60,1.00,4.00,9.00,195.67,97.89,68.17,2.86,391.56,3606.59,15165.10,223.36,275.88,3.00,43.50,0.92,46.00,0.75,0.00,72.82,61.90,1.02
2.00,58981.60,1.00,8.00,17.00,188.70,147.74,86.65,1.26,1130.88,4755.59,15375.70,216.42,290.90,4.00,66.52,0.93,132.00,0.46,0.76,72.77,60.11,1.03
2.00,58981.60,1.00,11.00,23.00,255.04,180.27,92.72,1.01,1686.03,5947.67,15611.40,224.63,316.90,6.00,73.30,0.91,226.00,0.46,1.01,62.75,61.32,1.03
2.00,58981.60,1.00,1.00,3.00,14.53,116.06,9.09,7.68,143.01,3308.56,15747.50,106.29,116.43,0.00,47.66,0.97,14.00,1.00,0.00,0.00,0.00,1.01
2.00,18639.30,1.00,5.00,11.00,136.91,234.92,89.96,0.98,884.13,2796.66,4961.81,264.22,293.20,3.00,80.37,0.92,158.00,0.47,1.01,60.06,39.87,1.03
2.00,18639.30,1.00,6.00,13.00,162.64,87.79,42.63,1.25,441.72,1901.85,4811.13,175.46,200.00,3.00,33.98,0.92,87.00,0.50,1.01,56.50,53.58,1.03
2.00,18639.30,1.00,2.00,5.00,107.93,112.44,51.38,1.70,269.18,1574.53,4762.22,152.04,172.63,1.00,53.83,0.92,51.00,0.50,1.01,54.45,49.13,1.05
2.00,18639.30,1.00,2.00,5.00,155.17,74.33,58.81,1.48,368.06,1844.40,4858.27,181.85,207.63,1.00,73.61,0.94,68.00,0.50,1.01,28.25,31.44,1.02
2.00,18639.30,1.00,1.00,3.00,175.98,58.91,10.11,4.09,215.17,2682.69,6043.11,184.99,197.07,0.00,71.72,0.98,29.00,1.00,0.00,0.00,0.00,1.00
2.00,11116.90,1.00,6.00,13.00,147.80,181.69,53.93,1.17,653.60,1952.87,2965.79,200.77,230.22,3.00,50.27,0.90,79.00,0.25,0.00,65.17,45.87,1.04
2.00,11116.90,1.00,8.00,17.00,197.92,208.28,84.17,0.93,1188.55,3052.97,3156.23,223.95,286.93,4.00,69.91,0.88,143.00,0.46,1.01,69.02,56.98,1.04
2.00,11116.90,1.00,8.00,17.00,143.27,121.74,82.69,1.11,775.54,2240.72,3026.08,158.70,213.29,4.00,45.62,0.85,93.00,0.46,0.00,53.06,53.95,1.04
2.00,11116.90,1.00,9.00,19.00,213.55,171.59,63.63,0.90,1112.38,2890.67,3126.54,238.19,328.40,4.00,58.54,0.81,160.00,0.50,1.01,57.33,55.59,1.06
2.00,11116.90,1.00,1.00,3.00,33.14,142.95,41.96,3.57,203.99,1863.73,3488.88,158.96,188.75,0.00,67.99,0.95,24.00,1.00,0.00,0.00,0.00,1.03
2.00,10038.50,1.00,4.00,9.00,126.00,154.16,52.72,1.10,602.50,1807.93,2681.40,193.31,259.17,3.00,66.94,0.81,86.00,0.75,0.00,69.78,71.82,1.06
2.00,10038.50,1.00,2.00,5.00,130.90,78.54,86.81,1.44,331.67,1288.93,2602.25,170.93,251.82,1.00,66.33,0.87,51.00,0.50,0.00,66.25,53.55,1.07
2.00,10038.50,1.00,2.00,5.00,36.65,99.68,33.45,2.18,180.18,998.60,2557.98,106.37,149.77,1.00,36.03,0.89,27.00,0.50,0.00,52.37,75.50,1.04
2.00,10038.50,1.00,1.00,3.00,33.02,15.57,21.06,3.87,84.86,815.94,2530.12,38.09,70.13,0.00,28.28,0.85,13.00,1.00,0.00,0.00,0.00,1.12
2.00,10038.50,1.00,4.00,9.00,142.97,43.12,73.66,1.15,504.85,1620.79,2652.86,156.13,233.91,2.00,56.09,0.81,78.00,0.25,0.00,68.85,42.39,1.08
2.00,10038.50,1.00,1.00,3.00,25.75,109.20,23.76,3.79,150.36,1712.73,3133.50,113.03,135.64,0.00,50.12,0.94,27.00,1.00,0.00,0.00,0.00,1.05
2.00,9587.45,1.00,4.00,9.00,122.98,112.26,64.20,1.15,433.58,1519.70,2544.65,155.43,185.61,2.00,48.17,0.92,81.00,0.25,1.01,34.73,49.20,1.04
2.00,9587.45,1.00,6.00,13.00,85.72,112.56,63.12,1.01,533.19,1697.28,2567.70,132.14,152.47,3.00,41.01,0.94,110.00,0.50,1.01,48.26,38.64,1.02
2.00,9587.45,1.00,9.00,19.00,179.61,170.68,92.60,0.83,1200.49,3200.33,3007.02,255.38,307.82,4.00,63.18,0.90,242.00,0.28,0.75,80.25,48.90,1.03
2.00,9587.45,1.00,3.00,7.00,19.60,42.25,68.62,2.49,137.52,1032.18,2494.45,79.31,102.06,2.00,19.64,0.88,26.00,0.67,1.01,99.48,48.09,1.03
2.00,9587.45,1.00,1.00,3.00,17.06,101.03,51.96,4.17,134.03,1603.60,3102.43,108.56,119.53,0.00,44.67,0.97,20.00,1.00,0.00,0.00,0.00,1.01
2.00,58225.90,1.00,4.00,9.00,107.14,160.44,62.12,1.82,496.78,3065.96,14784.30,207.08,289.02,3.00,55.19,0.91,61.00,0.75,0.39,77.51,64.27,1.02
2.00,58225.90,1.00,3.00,7.00,239.97,76.60,212.48,1.76,536.81,3082.60,14764.10,305.98,413.58,2.00,76.68,0.93,62.00,0.67,0.44,85.94,55.26,1.02
2.00,58225.90,1.00,4.00,9.00,295.43,363.64,188.99,0.92,1326.11,4100.02,14878.50,406.38,573.19,3.00,147.34,0.92,160.00,0.75,0.44,72.96,54.92,1.03
2.00,58225.90,1.00,3.00,7.00,123.14,121.17,164.38,1.81,562.38,3346.87,14952.70,205.31,250.18,2.00,80.33,0.94,61.00,0.67,0.39,73.02,48.31,1.02
2.00,58225.90,1.00,1.00,3.00,16.07,26.46,43.13,16.99,80.38,2671.04,14883.70,45.80,53.91,0.00,26.79,0.95,5.00,1.00,0.00,0.00,0.00,0.00
2.00,58225.90,1.00,1.00,3.00,176.09,670.33,162.53,3.46,831.34,8823.51,20327.80,731.57,804.87,0.00,277.11,0.97,69.00,1.00,0.00,0.00,0.00,1.01
2.00,24213.80,1.00,7.00,15.00,91.86,153.20,300.34,0.95,1192.49,3093.39,6591.73,275.82,402.07,5.00,79.49,0.93,123.00,0.64,0.32,83.15,60.11,1.02
2.00,24213.80,1.00,7.00,15.00,201.98,193.52,318.13,0.81,1403.06,3125.13,6370.96,262.43,413.06,3.00,93.53,0.93,156.00,0.31,0.34,50.21,63.88,1.02
2.00,24213.80,1.00,4.00,9.00,38.09,55.04,106.81,2.86,290.91,2364.86,6959.65,111.71,146.60,2.00,32.32,0.95,28.00,0.25,0.30,83.45,64.33,1.01
2.00,24213.80,1.00,6.00,13.00,204.36,200.44,301.11,0.85,1189.30,3095.68,6637.60,268.04,330.54,3.00,91.48,0.94,161.00,0.50,0.30,87.76,73.45,1.02
2.00,24213.80,1.00,2.00,5.00,243.75,89.39,103.78,1.46,495.25,2289.98,6529.67,262.85,415.17,1.00,99.04,0.78,60.00,0.50,0.34,15.66,95.55,1.10
2.00,24213.80,1.00,5.00,11.00,133.53,55.04,104.92,1.44,507.30,2106.91,6381.12,152.75,275.20,3.00,46.11,0.86,62.00,0.47,0.32,104.06,66.86,1.03
2.00,24213.80,1.00,1.00,3.00,86.36,316.56,72.34,2.83,458.92,4009.96,8657.33,340.84,439.16,0.00,152.97,0.93,55.00,1.00,0.00,0.00,0.00,1.06
2.00,21699.60,1.00,6.00,13.00,159.02,211.67,70.02,1.19,850.85,3382.72,6031.47,239.65,293.34,3.00,65.44,0.91,165.00,0.50,0.51,57.88,55.35,1.04
2.00,21699.60,1.00,3.00,7.00,110.26,116.76,60.14,1.33,429.44,2018.39,5586.92,156.69,189.78,2.00,61.34,0.91,83.00,0.67,1.01,61.88,50.03,1.04
2.00,21699.60,1.00,7.00,15.00,171.13,189.34,99.36,0.92,993.14,3089.61,5747.55,218.61,257.36,4.00,66.21,0.90,189.00,0.60,1.01,74.93,50.47,1.04
2.00,21699.60,1.00,7.00,15.00,174.41,93.90,44.42,1.17,699.87,2916.92,6046.70,193.32,270.48,5.00,46.65,0.83,130.00,0.62,0.82,64.33,47.70,1.09
2.00,21699.60,1.00,1.00,3.00,102.38,172.52,29.15,4.25,226.26,2684.44,6450.57,200.69,207.21,0.00,75.42,0.99,26.00,1.00,0.00,0.00,0.00,1.01
2.00,25027.30,1.00,9.00,19.00,223.80,228.89,257.93,0.83,1716.61,4455.33,7425.15,362.33,508.84,5.00,90.34,0.88,157.00,0.53,0.34,64.55,56.98,1.04
2.00,25027.30,1.00,10.00,21.00,257.13,291.28,264.37,0.69,2294.79,4465.46,6929.13,395.94,612.01,5.00,109.27,0.84,243.00,0.55,0.30,69.80,67.30,1.06
2.00,25027.30,1.00,2.00,5.00,135.12,167.35,51.51,1.81,341.30,1860.63,6418.42,212.30,256.90,1.00,68.25,0.95,45.00,0.50,0.44,95.92,76.13,1.02
2.00,25027.30,1.00,2.00,5.00,53.18,57.98,53.03,4.37,155.50,1739.77,6618.21,72.71,88.35,1.00,31.09,0.98,18.00,0.50,0.34,87.02,101.32,1.01
2.00,25027.30,1.00,1.00,3.00,167.45,314.38,103.78,2.57,484.15,3333.59,7575.06,365.21,464.18,0.00,161.38,0.93,44.00,1.00,0.00,0.00,0.00,1.04
2.00,29486.70,1.00,5.00,11.00,262.28,261.19,202.64,0.84,1241.39,3379.72,7970.04,360.86,533.74,3.00,112.85,0.88,164.00,0.40,0.32,102.83,80.25,1.05
2.00,29486.70,1.00,6.00,13.00,210.90,253.20,203.77,0.85,1319.92,3411.29,7875.18,273.99,363.89,5.00,101.53,0.91,155.00,0.83,0.34,103.01,64.23,1.03
2.00,29486.70,1.00,2.00,5.00,208.32,147.97,224.60,1.75,423.17,2187.52,7619.86,340.40,373.03,1.00,84.63,0.94,52.00,0.50,0.39,93.14,97.63,1.03
2.00,29486.70,1.00,6.00,13.00,207.73,251.82,194.29,0.78,1475.35,3640.74,7925.17,333.12,514.93,4.00,113.49,0.88,183.00,0.56,0.34,69.45,75.30,1.05
2.00,29486.70,1.00,1.00,3.00,30.35,33.75,0.00,9.55,59.48,1747.63,7672.43,38.20,38.38,0.00,19.82,1.00,8.00,1.00,0.00,0.00,0.00,1.00
2.00,31440.70,1.00,2.00,5.00,231.54,22.47,104.90,2.13,386.56,1981.19,7931.29,250.29,352.24,1.00,77.31,0.88,38.00,0.50,0.64,13.61,29.63,1.06
2.00,31440.70,1.00,1.00,3.00,19.10,21.55,0.00,11.50,40.79,1540.92,7888.54,19.15,19.24,0.00,13.59,1.00,6.00,1.00,0.00,0.00,0.00,1.00
2.00,31440.70,1.00,3.00,7.00,227.37,191.73,214.75,0.98,1024.46,2842.32,8047.42,340.06,428.42,2.00,146.35,0.86,115.00,0.67,0.00,37.28,48.97,1.03
2.00,31440.70,1.00,2.00,5.00,56.35,189.38,184.07,2.14,386.95,1958.98,7918.23,262.71,323.53,1.00,77.39,0.94,37.00,0.50,0.00,85.57,131.68,1.02
2.00,31440.70,1.00,5.00,11.00,198.44,172.82,89.01,1.03,882.68,2746.57,8090.64,224.82,305.64,3.00,80.24,0.90,111.00,0.47,0.44,91.46,65.44,1.04
2.00,31440.70,1.00,5.00,11.00,160.50,349.06,130.67,0.85,1203.18,3073.03,8085.52,297.24,353.10,4.00,109.38,0.90,147.00,0.80,0.44,75.28,57.06,1.02
2.00,31440.70,1.00,5.00,11.00,246.21,116.92,189.75,1.98,848.02,4645.66,8856.20,273.58,352.73,3.00,77.09,0.90,79.00,0.47,1.36,81.43,53.93,1.03
2.00,31440.70,1.00,1.00,3.00,54.76,423.84,107.94,3.01,524.91,4051.93,9623.44,448.25,503.36,0.00,174.96,0.96,46.00,1.00,0.00,0.00,0.00,1.02
2.00,11196.40,1.00,4.00,9.00,104.56,88.53,254.52,1.27,582.78,1689.73,3039.69,209.58,277.44,3.00,64.75,0.95,58.00,0.75,0.39,102.78,119.83,1.01
2.00,11196.40,1.00,6.00,13.00,169.24,143.57,257.93,0.81,1140.00,2300.40,3062.88,247.80,317.63,4.00,87.69,0.88,125.00,0.58,0.36,70.42,94.11,1.03
2.00,11196.40,1.00,6.00,13.00,262.68,146.79,151.49,0.88,908.62,2258.93,3232.00,193.09,340.45,4.00,69.89,0.91,107.00,0.50,0.36,95.70,94.32,1.03
2.00,11196.40,1.00,5.00,11.00,154.56,116.51,135.98,1.02,795.46,2292.26,3413.76,199.10,303.58,3.00,72.31,0.92,86.00,0.47,0.34,104.44,66.62,1.01
2.00,11196.40,1.00,4.00,9.00,78.96,45.87,85.97,1.37,477.19,1927.40,3283.82,195.39,259.69,3.00,53.01,0.93,50.00,0.75,0.39,106.19,69.70,1.01
2.00,11196.40,1.00,4.00,9.00,118.65,78.44,118.55,1.24,578.83,1813.48,3128.65,201.48,262.80,3.00,64.31,0.89,58.00,0.75,0.39,91.88,56.39,1.01
2.00,11196.40,1.00,1.00,3.00,24.21,218.22,53.02,3.87,282.39,3008.24,5249.57,226.64,267.11,0.00,94.12,0.95,29.00,1.00,0.00,0.00,0.00,1.03
2.00,21670.20,1.00,5.00,11.00,165.27,63.75,211.72,1.09,769.94,2306.21,5645.31,241.35,283.95,3.00,69.99,0.91,92.00,0.47,0.44,92.21,61.40,1.02
2.00,21670.20,1.00,7.00,15.00,161.10,177.51,176.12,0.94,982.15,2640.04,5758.78,216.82,312.55,4.00,65.47,0.91,118.00,0.60,0.73,70.18,71.23,1.02
2.00,21670.20,1.00,6.00,13.00,244.63,161.01,141.27,0.83,1016.32,2610.99,5726.65,294.62,378.31,4.00,78.17,0.93,147.00,0.58,0.34,52.61,53.14,1.03
2.00,21670.20,1.00,1.00,3.00,24.75,19.04,22.72,8.38,65.08,1424.82,5559.34,28.44,46.05,0.00,21.69,0.87,8.00,1.00,0.00,0.00,0.00,1.10
2.00,21670.20,1.00,9.00,19.00,337.07,126.59,208.69,0.76,1564.78,3717.48,6175.59,315.95,449.51,5.00,82.35,0.90,175.00,0.41,0.54,84.40,37.97,1.02
2.00,21670.20,1.00,1.00,3.00,32.39,52.42,36.36,8.37,92.07,2027.15,6300.68,64.90,73.03,0.00,30.68,0.96,10.00,1.00,0.00,0.00,0.00,1.02
2.00,18757.60,1.00,4.00,9.00,172.41,204.58,184.83,0.95,846.99,2166.79,4838.96,238.29,338.48,3.00,94.11,0.85,104.00,0.75,0.50,48.96,59.52,1.04
2.00,18757.60,1.00,2.00,5.00,164.08,157.79,128.01,1.49,462.94,1749.18,4823.03,231.11,336.56,1.00,92.59,0.85,52.00,0.50,0.50,10.54,91.67,1.03
2.00,18757.60,1.00,4.00,9.00,156.73,153.67,232.56,1.07,801.90,2298.99,4982.58,243.46,321.09,3.00,89.10,0.85,91.00,0.75,0.39,106.50,60.32,1.07
2.00,18757.60,1.00,4.00,9.00,190.27,153.66,56.81,1.08,534.38,1884.24,4874.19,238.73,305.15,3.00,59.37,0.94,87.00,0.75,0.44,84.77,85.46,1.01
2.00,18757.60,1.00,6.00,13.00,148.41,190.82,226.11,0.93,1314.45,3033.74,5183.23,262.93,444.82,4.00,101.11,0.89,127.00,0.56,0.34,103.69,81.94,1.03
2.00,18757.60,1.00,2.00,5.00,209.11,29.82,176.88,1.55,403.74,1608.56,4773.65,220.50,233.46,1.00,80.74,0.99,49.00,0.50,0.64,121.15,84.14,1.00
2.00,18757.60,1.00,1.00,3.00,31.55,505.94,89.01,2.43,597.60,3822.69,6632.23,524.05,579.46,0.00,199.20,0.97,63.00,1.00,0.00,0.00,0.00,1.01
2.00,11738.80,1.00,5.00,11.00,225.05,95.73,63.77,0.99,790.18,2348.15,3209.83,263.74,280.09,4.00,71.83,0.94,127.00,0.80,1.01,45.08,39.06,1.03
2.00,11738.80,1.00,6.00,13.00,109.35,129.22,86.81,1.03,489.13,1714.46,3096.03,179.68,211.70,3.00,37.62,0.88,112.00,0.25,1.01,85.89,71.34,1.04
2.00,11738.80,1.00,6.00,13.00,143.27,63.31,60.60,1.15,451.66,1659.85,3092.90,160.38,203.46,4.00,34.74,0.89,88.00,0.58,1.01,47.36,43.07,1.05
2.00,11738.80,1.00,5.00,11.00,149.94,123.27,100.57,0.92,753.80,2236.47,3180.11,153.41,211.15,3.00,68.52,0.89,151.00,0.47,1.01,66.38,59.75,1.04
2.00,11738.80,1.00,10.00,21.00,144.69,181.07,65.39,0.89,959.52,2654.72,3251.16,184.81,274.74,4.00,45.69,0.89,168.00,0.18,1.01,69.86,51.54,1.03
2.00,11738.80,1.00,4.00,9.00,61.79,47.80,37.42,1.87,194.88,1325.80,3114.96,74.30,94.73,2.00,21.65,0.93,45.00,0.25,1.01,78.67,59.83,1.03
2.00,11738.80,1.00,1.00,3.00,36.04,121.52,10.00,4.77,140.81,2138.89,4328.68,120.77,125.29,0.00,46.93,0.99,24.00,1.00,0.00,0.00,0.00,1.01
2.00,19014.30,1.00,7.00,15.00,188.48,135.78,204.90,0.84,1075.51,2612.03,5169.52,259.97,315.17,3.00,71.70,0.92,157.00,0.31,0.32,89.90,69.94,1.02
2.00,19014.30,1.00,5.00,11.00,348.60,133.15,76.13,1.07,715.39,2122.73,5144.08,367.36,475.49,4.00,65.03,0.96,95.00,0.80,0.27,80.21,62.67,1.02
2.00,19014.30,1.00,5.00,11.00,171.62,174.31,228.76,1.02,946.47,2519.50,5116.42,248.58,302.30,3.00,86.04,0.92,106.00,0.47,0.36,84.21,81.29,1.03
2.00,19014.30,1.00,5.00,11.00,70.63,277.05,276.86,0.94,1100.10,3244.24,5640.43,298.30,648.13,3.00,100.01,0.94,115.00,0.47,0.34,63.85,32.28,1.01
2.00,19014.30,1.00,4.00,9.00,249.59,147.96,182.55,1.02,843.44,2731.45,5374.90,264.79,380.28,2.00,93.71,0.89,102.00,0.25,0.36,109.67,70.30,1.04
2.00,19014.30,1.00,4.00,9.00,135.01,172.47,210.97,1.12,816.49,2660.68,5417.33,219.34,320.49,3.00,90.72,0.93,90.00,0.75,0.36,67.21,71.56,1.02
2.00,19014.30,1.00,1.00,3.00,98.01,234.20,218.54,4.39,386.33,4553.04,7975.77,343.96,368.11,0.00,128.77,0.98,35.00,1.00,0.00,0.00,0.00,1.01
2.00,22063.30,1.00,8.00,17.00,153.96,147.25,237.85,0.89,1346.40,3354.22,6107.32,264.67,349.06,4.00,79.20,0.86,139.00,0.46,0.36,79.33,52.08,1.04
