class,name,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21
5,Culture-395-3.CNG.swc_1-CNG,7624.92,1,6,13,166.55,85.04,16.73,0.409886,381.356,648.288,1907.65,127.738,189.906,3,0.927696,118,0.5,0,75.1729,87.0709,1.02658
5,Culture-395-3.CNG.swc_2-CNG,7624.92,1,4,9,65.06,75.89,3.57,0.761492,211.026,610.831,1906.99,106.194,124.221,3,0.968637,58,0.75,0,46.5768,45.085,1.02247
5,Culture-395-3.CNG.swc_3-CNG,7624.92,1,14,29,151.71,217.169,4.37,0.268547,754.045,730.247,1909.08,235.277,269.546,8,0.954576,202,0.557823,0,68.3953,46.218,1.01636
5,Culture-395-3.CNG.swc_4-CNG,7624.92,1,9,19,81.83,180.04,6.47,0.45564,431.478,659.311,1907.84,201.553,240.293,7,0.944593,104,0.733333,0,117.565,101.133,1.0158
5,Culture-396-3.CNG.swc_1-CNG,6804.43,1,4,9,132.13,177.92,2.32,0.427456,530.317,639.687,1703.1,193.819,216.361,3,0.968058,108,0.75,0,88.5237,89.6082,1.016
5,Culture-396-3.CNG.swc_2-CNG,6804.43,1,11,23,105.08,257.81,3.21,0.399959,490.993,631.039,1702.95,194.952,210.663,6,0.979065,117,0.629149,0,67.6253,62.6246,1.01176
5,Culture-396-3.CNG.swc_3-CNG,6804.43,1,2,5,27.71,170.441,4.44,0.857861,225.432,572.639,1701.92,176.947,197.162,1,0.947903,49,0.5,0,34.903,24.8816,1.01902
5,Culture-396-3.CNG.swc_4-CNG,6804.43,1,1,3,88.01,65.2,2.28,1.23985,156.281,557.432,1701.66,107.358,143.343,0,0.913079,33,1,0,0,0,1.05755
5,Culture-396-3.CNG.swc_5-CNG,6804.43,1,4,9,147.94,139.49,2.33,0.654927,322.367,593.957,1702.3,195.237,250.691,2,0.961458,66,0.25,0,50.2823,57.0998,1.01217
5,Culture-397-2.CNG.swc_1-CNG,7252.1,1,10,21,126.32,97.85,5.09,0.43182,618.201,681.774,1815.35,107.92,205.586,6,0.922347,109,0.61,0,77.5068,87.4092,1.02278
5,Culture-397-2.CNG.swc_2-CNG,7252.1,1,2,5,103.3,41.2481,6.3,1.30245,165.251,582.165,1813.61,110.148,128.737,1,0.933596,32,0.5,0,23.5088,53.9124,1.02515
5,Culture-397-2.CNG.swc_3-CNG,7252.1,1,4,9,26.52,98.56,4,0.874866,281.518,607.733,1814.06,105.718,114.187,3,0.961845,49,0.75,0,78.8564,51.7222,1.01591
5,Culture-397-2.CNG.swc_4-CNG,7252.1,1,1,3,17.86,58.4081,3.91,2.88703,74.4702,562.201,1813.26,53.7998,61.2541,0,0.959435,14,1,0,0,0,1.03302
5,Culture-397-3.CNG.swc_1-CNG,12964.3,1,1,3,51.43,34.2299,1.68,2.46548,82.5245,822.879,3241.34,62.3746,66.4847,0,0.979393,20,1,0,0,0,1.01663
5,Culture-397-3.CNG.swc_2-CNG,12964.3,1,2,5,129.64,52.32,6.35,1.26774,212.854,851.54,3241.84,129.794,139.289,1,0.944958,40,0.5,0,61.6813,47.9817,1.02525
5,Culture-397-3.CNG.swc_3-CNG,12964.3,1,5,11,147.4,61.12,6.66,0.818586,360.706,884.054,3242.41,160.29,175.206,3,0.959118,64,0.466667,0,55.6373,30.0428,1.0114
5,Culture-397-3.CNG.swc_4-CNG,12964.3,1,9,19,101.52,116.7,7.77,0.521977,527.451,920.723,3243.05,138.623,160.62,6,0.961074,106,0.548148,0,57.8084,38.4763,1.01142
5,Culture-397-4.CNG.swc_1-CNG,10855.3,1,14,29,222.31,174.77,6.12,0.31013,851.17,901.892,2717.05,241.076,293.421,7,0.916883,188,0.611111,0,89.6172,76.7223,1.02578
5,Culture-397-4.CNG.swc_2-CNG,10855.3,1,21,43,204.28,362.1,4.5,0.247037,1431.94,1029.61,2719.29,394.731,495.558,8,0.931482,255,0.627729,0,99.6525,79.8682,1.02092
5,Culture-397-4.CNG.swc_3-CNG,10855.3,1,4,9,180.24,181.5,3.58,0.627338,435.566,810.496,2715.45,206.433,268.36,2,0.934299,81,0.25,0,68.425,52.8864,1.01474
5,Culture-397-4.CNG.swc_4-CNG,10855.3,1,8,17,112.69,123.731,5.55,0.680059,365.465,795.08,2715.18,160.082,185.11,6,0.965511,74,0.6875,0,61.589,52.5439,1.01148
5,Culture-397-4.CNG.swc_5-CNG,10855.3,1,6,13,83.91,112.08,4.04,0.613908,389.532,800.373,2715.27,115.326,183.748,4,0.869834,83,0.583333,0,60.0497,65.0866,1.04359
5,Culture-397-4.CNG.swc_6-CNG,10855.3,1,4,9,37.71,140.25,8.34,0.991313,234.596,766.3,2714.68,140.418,169.579,3,0.954291,49,0.75,0,107.73,79.1385,1.02735
5,Culture-398-1.CNG.swc_1-CNG,4213.56,1,10,21,86.35,174.36,2.92,0.319047,568.339,504.635,1055.54,188.95,216.307,7,0.954735,132,0.75,0,77.0599,66.0331,1.01455
5,Culture-398-1.CNG.swc_2-CNG,4213.56,1,10,21,86.48,246.06,2.31,0.389167,598.544,511.277,1055.65,267.496,318.257,5,0.91087,103,0.547619,0,77.9415,73.5863,1.02511
5,Culture-398-2.CNG.swc_1-CNG,9628.36,1,24,49,154.1,304.03,10.34,0.256124,1408.08,969.314,2412.45,234.794,343.252,10,0.967092,233,0.571925,0,56.2987,54.629,1.00871
5,Culture-398-2.CNG.swc_2-CNG,9628.36,1,4,9,96.92,69.1,4.07,1.12773,241.416,712.75,2407.96,85.2772,124.272,3,0.964132,41,0.75,0,67.9911,40.6784,1.0115
5,Culture-398-2.CNG.swc_3-CNG,9628.36,1,12,25,137.49,142.32,11.05,0.369081,714.01,816.679,2409.78,179.5,197.646,6,0.937229,145,0.65,0,65.8028,61.2422,1.01583
5,Culture-398-2.CNG.swc_4-CNG,9628.36,1,4,9,49.83,74.05,7.77,1.46893,191.381,701.747,2407.77,78.8297,133.05,3,0.900338,31,0.75,0,102.364,101.709,1.13389
5,Culture-398-5.CNG.swc_1-CNG,14035.6,1,20,41,108.63,194.41,7.68,0.34486,872.833,1040.52,3512.19,169.679,202.46,9,0.945603,179,0.561155,0,87.9611,71.8836,1.01878
5,Culture-398-5.CNG.swc_2-CNG,14035.6,1,3,7,67.64,101.625,9.04,0.83875,274.091,908.845,3509.89,106.851,124.97,2,0.900801,64,0.666667,0,48.8638,32.0677,1.035
5,Culture-398-5.CNG.swc_3-CNG,14035.6,1,1,3,10.9,22.385,4.72,4.99,47.297,858.97,3509.02,16.8947,30.827,0,0.84935,10,1,0,0,0,1.096
5,Culture-398-5.CNG.swc_4-CNG,14035.6,1,6,13,37.42,100.44,14.18,1.07408,250.471,903.651,3509.8,104.893,116.341,5,0.930587,49,0.833333,0,66.0673,88.8716,1.04637
5,Culture-398-5.CNG.swc_5-CNG,14035.6,1,1,3,33.99,78.155,8.5,3.58429,104.01,871.442,3509.23,77.7548,87.5402,0,0.96274,14,1,0,0,0,1.00861
5,Culture-398-5.CNG.swc_6-CNG,14035.6,1,1,3,30.22,28.175,6.2,3.58429,57.797,861.28,3509.06,38.3863,41.327,0,0.976282,14,1,0,0,0,1.0188
5,Culture-398-5.CNG.swc_7-CNG,14035.6,1,7,15,82.77,63.55,4.26,0.826923,281.325,910.436,3509.92,72.6812,90.0269,4,0.965672,65,0.571429,0,101.389,93.9031,1.01722
5,Culture-398-5.CNG.swc_8-CNG,14035.6,1,6,13,65.24,34.315,3.44,1.33154,159.062,883.549,3509.45,39.9908,59.0491,4,0.912407,39,0.583333,0,89.3217,70.497,1.04543
5,Culture-398-5.CNG.swc_9-CNG,14035.6,1,1,3,7.38,25.865,1.88,6.22,37.0911,856.726,3508.98,18.5049,20.6211,0,0.965792,8,1,0,0,0,1.01719
5,Culture-398-6.CNG.swc_1-CNG,4826.65,1,8,17,75.47,155.92,4.49,0.516841,483.559,522.095,1208.48,101.695,134.407,5,0.938491,77,0.666667,0,104.414,95.3657,1.01134
5,Culture-398-6.CNG.swc_2-CNG,4826.65,1,11,23,117.71,213.43,5.04,0.308936,789.144,589.297,1209.65,187.3,216.724,5,0.956627,144,0.336941,0,59.1471,48.1683,1.01417
5,Culture-398-6.CNG.swc_3-CNG,4826.65,1,3,7,58.67,18.0395,8.97,1.34432,129.948,444.332,1207.12,61.9205,69.096,2,0.980951,27,0.666667,0,150.594,156.931,1.01008
5,Culture-398-6.CNG.swc_4-CNG,4826.65,1,1,3,26.95,38.3295,4.67,3.51068,55.3565,427.929,1206.83,42.5237,43.8176,0,0.990157,10,1,0,0,0,1.00578
5,Culture-398-7.CNG.swc_1-CNG,16508.6,1,12,25,323.38,261.6,5.88,0.332356,1241.64,1218.79,4131.87,298.699,393.475,8,0.957066,198,0.553968,0,83.4158,69.3425,1.01269
5,Culture-398-7.CNG.swc_2-CNG,16508.6,1,8,17,138.65,203.53,5.4,0.546573,752.154,1111.15,4129.99,174.597,217.552,5,0.909986,109,0.666667,0,80.0688,79.1668,1.01955
5,Culture-399-1.CNG.swc_1-CNG,15549.3,1,5,11,55.72,79.741,3.11,1.03068,226.357,958.443,3888.14,88.9193,106.209,3,0.938401,53,0.466667,0,74.0285,58.1158,1.0096
5,Culture-399-1.CNG.swc_2-CNG,15549.3,1,11,23,83.21,170.93,4.31,0.56433,518.872,1022.77,3889.26,124.704,297.911,9,0.889495,103,0.795455,0,97.8294,74.4861,1.02488
5,Culture-399-1.CNG.swc_3-CNG,15549.3,1,13,27,65.37,67.1,4.9,0.623435,464.774,1010.87,3889.05,78.8537,106.533,6,0.965478,92,0.54359,0,83.5374,83.8636,1.01891
5,Culture-399-2.CNG.swc_1-CNG,9437.81,1,6,13,68.83,49.94,4.18,0.986541,212.051,697.539,2360.21,65.0002,84.4316,4,0.968338,47,0.555556,0,81.7915,71.594,1.0147
5,Culture-399-2.CNG.swc_2-CNG,9437.81,1,1,3,12.76,27.7146,3.51,5.45468,41.0098,659.925,2359.55,24.3619,26.5806,0,0.972176,8,1,0,0,0,1.01863
5,Culture-399-2.CNG.swc_3-CNG,9437.81,1,2,5,29.78,89.0446,2.63,1.7931,135.59,680.725,2359.92,87.1057,95.0712,1,0.970705,25,0.5,0,71.0025,61.0544,1.01964
5,Culture-399-2.CNG.swc_4-CNG,9437.81,1,1,3,17.99,53.4646,1.82,3.38365,67.4737,665.745,2359.66,50.9298,53.0446,0,0.986711,13,1,0,0,0,1.00837
5,Culture-399-2.CNG.swc_5-CNG,9437.81,1,6,13,66.83,47.84,3.5,1.14694,229.841,701.451,2360.28,79.8907,94.0393,5,0.96097,40,0.833333,0,69.5467,59.3184,1.02245
5,Culture-400-2.CNG.swc_1-CNG,19714.9,1,11,23,239.59,199.11,8.36,0.331258,1186.38,1325.68,4933.22,237.958,261.539,6,0.949018,211,0.424242,0,62.6432,58.8105,1.0147
5,Culture-400-2.CNG.swc_2-CNG,19714.9,1,5,11,173.06,167.15,21.6,0.669189,642.793,1206.14,4931.12,202.76,226.136,3,0.944444,92,0.466667,0,60.211,48.9606,1.01561
5,Culture-400-2.CNG.swc_3-CNG,19714.9,1,2,5,151.51,121.16,13.38,1.1101,317.145,1134.53,4929.87,174.441,214.174,1,0.929849,53,0.5,0,117.652,96.128,1.01347
5,Culture-400-2.CNG.swc_4-CNG,19714.9,1,5,11,58.62,267.71,13.36,0.662746,545.854,1184.82,4930.75,261.943,277.22,4,0.946742,93,0.8,0,52.9449,55.2431,1.01497
5,Culture-400-2.CNG.swc_5-CNG,19714.9,1,10,21,186.57,214.257,9.72,0.430296,909.986,1264.9,4932.15,236.353,288.129,5,0.927466,153,0.7,0,60.5925,71.2668,1.02682
5,Culture-400-3.CNG.swc_1-CNG,5674.04,1,5,11,152.77,110.88,12.07,0.502434,438.5,559.674,1420.15,134.729,149.764,4,0.966537,84,0.8,0,95.3892,84.589,1.01333
5,Culture-400-3.CNG.swc_2-CNG,5674.04,1,1,3,55.65,95.38,3.21,1.58352,138.432,493.685,1419,108.354,126.254,0,0.95274,24,1,0,0,0,1.02497
5,Culture-400-3.CNG.swc_3-CNG,5674.04,1,8,17,108.64,163.95,20.35,0.32762,716.053,620.711,1421.22,170.511,195.432,5,0.945063,141,0.520833,0,58.3338,38.694,1.01608
5,Culture-400-3.CNG.swc_4-CNG,5674.04,1,1,3,19.6,67.1491,9.52,2.34028,82.5514,481.396,1418.78,64.9262,70.3733,0,0.974199,16,1,0,0,0,1.02113
5,Culture-400-5.CNG.swc_1-CNG,10102.5,1,9,19,206.44,160.66,3.92,0.39645,608.074,814.919,2527.92,194.384,218.695,6,0.95625,135,0.574074,0,90.3224,71.4001,1.01469
5,Culture-400-5.CNG.swc_2-CNG,10102.5,1,2,5,87.25,115.33,3.95,1.0949,225.287,730.739,2526.44,148.872,170.388,1,0.953593,43,0.5,0,70.6683,110.637,1.01711
5,Culture-400-6.CNG.swc_1-CNG,5844.8,1,7,15,107.68,172.63,11,0.219744,538.959,591.041,1463.23,143.254,161.598,4,0.903447,245,0.419048,0,95.6931,55.9963,1.0233
5,Culture-400-6.CNG.swc_2-CNG,5844.8,1,2,5,42.47,90.29,5.16,0.54035,147.204,504.889,1461.72,102.54,112.438,1,0.949648,78,0.5,0,40.0003,2.3765,1.02735
5,Culture-400-6.CNG.swc_3-CNG,5844.8,1,3,7,87.45,48.5,4.55,0.506754,200.781,516.671,1461.93,103.657,109.166,2,0.959562,84,0.666667,0,62.8145,47.4407,1.01279
5,Culture-400-6.CNG.swc_4-CNG,5844.8,1,1,3,50.25,22.5996,4.61,1.38026,70.0039,487.912,1461.42,52.8809,57.7048,0,0.97212,28,1,0,0,0,1.01792
5,Culture-400-6.CNG.swc_5-CNG,5844.8,1,3,7,62.93,84.92,5.67,0.528591,185.564,513.325,1461.87,72.0307,99.8604,2,0.899495,80,0.666667,0,82.4747,110.942,1.03395
5,Culture-400-6.CNG.swc_6-CNG,5844.8,1,1,3,37.11,56.5896,3.38,1.08909,83.306,490.837,1461.47,60.5681,71.0069,0,0.950996,36,1,0,0,0,1.01391
5,Culture-401-1.CNG.swc_1-CNG,9267.11,1,1,3,77.65,36.0408,7.34,0.709028,106.155,666.36,2317.13,84.6816,91.8137,0,0.974107,67,1,0,0,0,1.02502
5,Culture-401-1.CNG.swc_2-CNG,9267.11,1,4,9,38.91,173.32,4.9,0.384815,282.958,705.241,2317.81,179.134,195.951,3,0.961388,136,0.75,0,52.8032,54.358,1.01588
5,Culture-401-1.CNG.swc_3-CNG,9267.11,1,2,5,92.23,33.08,10.78,0.605186,165.053,679.312,2317.36,94.5305,105.95,1,0.950715,80,0.5,0,32.243,28.3736,1.01724
5,Culture-401-1.CNG.swc_4-CNG,9267.11,1,4,9,28.05,114.53,20.65,0.367325,275.833,703.674,2317.78,123.54,134.559,3,0.959313,144,0.75,0,56.629,31.813,1.02361
5,Culture-401-2.CNG.swc_1-CNG,9055.47,1,7,15,121.08,186.16,3.44,0.266689,586.649,762.174,2266.07,196.108,210.436,5,0.968168,216,0.619048,0,53.7664,52.3433,1.01456
5,Culture-401-2.CNG.swc_2-CNG,9055.47,1,2,5,83.8,86.64,3.66,0.412619,228.76,683.47,2264.69,111.21,120.763,1,0.950381,124,0.5,0,88.5483,21.5118,1.01758
5,Culture-401-2.CNG.swc_3-CNG,9055.47,1,3,7,99.15,145.44,10.01,0.344095,367.224,713.92,2265.23,123.68,134.005,2,0.972921,155,0.666667,0,47.6274,33.5209,1.01039
5,Culture-401-2.CNG.swc_4-CNG,9055.47,1,7,15,85.42,144.81,8.78,0.248508,557.945,755.862,2265.96,157.205,168.41,4,0.972666,238,0.6,0,71.9208,57.5088,1.0097
5,Culture-401-2.CNG.swc_5-CNG,9055.47,1,1,3,133.68,25.73,13.05,0.733825,167.188,669.93,2264.46,141.534,152.957,0,0.974353,64,1,0,0,0,1.01782
5,Culture-401-3.CNG.swc_1-CNG,7909.86,1,3,7,59.7,37.6479,8.07,0.694655,143.298,609.949,1977.96,73.9495,82.3691,2,0.908664,65,0.666667,0,74.8625,88.7564,1.04132
5,Culture-401-3.CNG.swc_2-CNG,7909.86,1,5,11,207.47,276.342,9.5,0.269032,551.643,699.749,1979.54,303.463,361.357,4,0.907539,204,0.8,0,102.253,58.1468,1.05434
5,Culture-401-3.CNG.swc_3-CNG,7909.86,1,7,15,73.49,69.28,10.97,0.271003,365.209,658.75,1978.82,89.7915,104.694,4,0.916854,202,0.419048,0,74.0169,51.154,1.0275
5,Culture-401-3.CNG.swc_4-CNG,7909.86,1,15,31,210.4,164.55,17.43,0.169031,831.347,761.259,1980.61,213.8,240.745,8,0.931518,410,0.632821,0,100.937,79.098,1.0265
5,Culture-401-3.CNG.swc_5-CNG,7909.86,1,3,7,48.6,99.55,16.33,0.320633,226.548,628.257,1978.28,109.481,124.675,2,0.897632,162,0.666667,0,62.8252,57.378,1.04049
5,Culture-401-4.CNG.swc_1-CNG,14489.6,1,1,3,9.71,117.223,2.87,1.02629,130.898,895.598,3622.85,109.017,114.252,0,0.984725,52,1,0,0,0,1.01362
5,Culture-401-4.CNG.swc_2-CNG,14489.6,1,7,15,41.3,68.12,2.52,0.526212,269.349,926.045,3623.38,78.607,85.3935,4,0.965119,109,0.419048,0,60.635,43.0797,1.02108
5,Culture-401-4.CNG.swc_3-CNG,14489.6,1,3,7,95.62,61.11,2.32,0.593444,175.97,905.51,3623.02,110.132,130.923,2,0.947233,95,0.666667,0,65.2557,52.1326,1.03054
5,Culture-401-4.CNG.swc_4-CNG,14489.6,1,4,9,55.52,105.27,2.66,0.593444,236.234,918.763,3623.26,94.9538,113.653,3,0.904678,95,0.75,0,67.1948,63.0079,1.05539
5,Culture-401-4.CNG.swc_5-CNG,14489.6,1,3,7,68.15,31.1829,2.68,1.02629,156.888,901.313,3622.95,69.7394,81.2237,2,0.964053,52,0.666667,0,28.5607,28.3432,1.01509
5,Culture-401-4.CNG.swc_6-CNG,14489.6,1,1,3,53.14,88.1829,4.24,0.990873,122.037,893.649,3622.82,95.898,105.391,0,0.969974,54,1,0,0,0,1.01049
5,Culture-402-1.CNG.swc_1-CNG,4474.88,1,3,7,53.54,92.4,4.2,0.282307,265.794,453.691,1119.7,103.059,110.992,2,0.964934,158,0.666667,0,49.0408,37.7593,1.01113
5,Culture-402-1.CNG.swc_2-CNG,4474.88,1,2,5,87.19,42.99,2.13,0.702915,139.72,425.966,1119.21,95.9678,115.925,1,0.972674,53,0.5,0,70.1296,78.262,1.00553
5,Culture-402-1.CNG.swc_3-CNG,4474.88,1,6,13,80.77,128.61,2.39,0.354275,291.194,459.276,1119.8,104.976,120.303,4,0.949192,118,0.583333,0,55.5274,56.5573,1.03053
5,Culture-402-1.CNG.swc_4-CNG,4474.88,1,4,9,143.97,76.87,1.77,0.395675,262.921,453.059,1119.69,109.388,129.792,3,0.966018,103,0.75,0,80.6419,81.0383,1.0248
5,Culture-402-1.CNG.swc_5-CNG,4474.88,1,3,7,39.47,191.29,15.37,0.306229,303.562,461.996,1119.84,193.826,212.308,2,0.943368,142,0.666667,0,37.0398,24.1472,1.02288
5,Culture-402-1.CNG.swc_6-CNG,4474.88,1,2,5,46.26,33,2.23,0.930115,86.8696,414.343,1119.01,52.0908,60.4868,1,0.960529,39,0.5,0,79.3497,59.2319,1.01643
5,Culture-402-1.CNG.swc_7-CNG,4474.88,1,3,7,49.96,67.47,2.82,0.408833,198.052,438.793,1119.44,87.6695,91.9218,2,0.974196,99,0.666667,0,26.9768,12.9242,1.01068
5,Culture-402-1.CNG.swc_8-CNG,4474.88,1,2,5,56.38,66.05,0.6,0.702915,135.357,425.006,1119.2,86.7242,94.1451,1,0.962567,53,0.5,0,30.1681,81.5282,1.01058
5,Culture-402-2.CNG.swc_1-CNG,13214.9,1,2,5,49.11,124.1,8.81,0.538131,204.939,860.156,3304.44,132.572,153.73,1,0.949175,103,0.5,0,72.4371,80.3381,1.02001
5,Culture-402-2.CNG.swc_2-CNG,13214.9,1,3,7,59.81,45.9912,3.03,0.835357,177.937,854.218,3304.34,60.4629,69.4018,2,0.943336,63,0.666667,0,82.517,55.7197,1.02856
5,Culture-402-2.CNG.swc_3-CNG,13214.9,1,7,15,161.12,127.1,19.97,0.314759,484.636,921.664,3305.52,144.933,183.496,6,0.938239,197,0.857143,0,77.201,73.4141,1.04638
5,Culture-402-2.CNG.swc_4-CNG,13214.9,1,2,5,91.75,49.0312,2.92,0.800568,191.543,857.21,3304.39,99.868,113.325,1,0.954862,66,0.5,0,47.8836,7.31257,1.01293
5,Culture-402-2.CNG.swc_5-CNG,13214.9,1,9,19,131.17,84.39,6.24,0.312299,543.859,934.688,3305.74,149.907,177.124,6,0.932264,199,0.518519,0,64.8955,51.8419,1.05544
5,Culture-402-2.CNG.swc_6-CNG,13214.9,1,1,3,13.17,23.5613,1.67,2.48088,40.6372,824.024,3303.81,22.9715,24.4947,0,0.979272,20,1,0,0,0,1.01989
5,Culture-402-2.CNG.swc_7-CNG,13214.9,1,8,17,85.29,107.81,4.14,0.235696,649.164,957.846,3306.15,126.356,140.423,4,0.928149,291,0.270833,0,75.6405,48.6105,1.01809
5,Culture-402-2.CNG.swc_8-CNG,13214.9,1,4,9,49.04,119.22,26.92,0.40956,248.982,869.841,3304.61,128.129,181.115,3,0.925197,142,0.75,0,88.0577,90.5696,1.04013
5,Culture-402-3.CNG.swc_1-CNG,9630.62,1,12,25,62.85,189.94,16.82,0.196444,593.54,790.29,2409.88,126.667,157.959,6,0.923601,343,0.611111,0,74.1766,50.5573,1.02999
5,Culture-402-3.CNG.swc_2-CNG,9630.62,1,6,13,75.22,173.56,19.07,0.349808,351.984,737.169,2408.95,184.079,226.909,5,0.946145,155,0.833333,0,85.8293,71.1816,1.03157
5,Culture-402-3.CNG.swc_3-CNG,9630.62,1,5,11,56.33,108.57,12.81,0.328156,361.648,739.294,2408.99,114.988,133.341,3,0.923134,168,0.466667,0,73.9642,27.9193,1.02465
5,Culture-402-3.CNG.swc_4-CNG,9630.62,1,3,7,84.87,118.63,9.31,0.551891,209.402,705.814,2408.41,100.699,107.577,2,0.971148,90,0.666667,0,95.1777,83.2805,1.00961
5,Culture-402-3.CNG.swc_5-CNG,9630.62,1,2,5,132.84,26.29,15.44,0.717317,198.063,703.32,2408.36,133.781,142.615,1,0.949896,67,0.5,0,47.7452,33.5313,1.01295
5,Culture-402-3.CNG.swc_6-CNG,9630.62,1,1,3,95.83,29.2634,13.64,0.888306,124.032,687.04,2408.08,98.1999,109.505,0,0.965586,53,1,0,0,0,1.03517
5,Culture-402-4.CNG.swc_1-CNG,8625.93,1,3,7,27.83,116.73,4.55,0.439901,171.357,650.613,2157.09,117.571,127.571,2,0.94298,113,0.666667,0,95.1459,93.1924,1.01554
5,Culture-402-4.CNG.swc_2-CNG,8625.93,1,9,19,125.43,115.22,4.4,0.230149,558.497,735.749,2158.58,140.457,154.966,4,0.923894,261,0.497354,0,58.7583,62.461,1.02319
5,Culture-402-4.CNG.swc_3-CNG,8625.93,1,2,5,28.45,91.2815,11.23,0.650538,155.579,647.143,2157.03,89.6952,118.387,1,0.864023,72,0.5,0,57.2183,38.8112,1.04494
5,Culture-402-4.CNG.swc_4-CNG,8625.93,1,2,5,16.85,37.0915,2.35,1.46329,76.4566,629.743,2156.72,35.9491,40.2551,1,0.959199,30,0.5,0,51.6474,10.515,1.02141
5,Culture-402-4.CNG.swc_5-CNG,8625.93,1,3,7,40.45,31.7715,2.72,1.1997,102.737,635.523,2156.82,45.4594,47.8921,2,0.969896,37,0.666667,0,66.3512,12.3063,1.01325
5,Culture-402-4.CNG.swc_6-CNG,8625.93,1,1,3,64.03,85.1315,2.01,1.41835,121.04,639.548,2156.89,101.016,107.037,0,0.981247,31,1,0,0,0,1.01099
5,Culture-402-5.CNG.swc_1-CNG,12384.6,1,6,13,73.35,271.4,8.9,0.313203,465.207,882.81,3097.88,287.263,309.906,5,0.972998,194,0.833333,0,57.1461,40.0892,1.01448
5,Culture-402-5.CNG.swc_2-CNG,12384.6,1,1,3,214.23,156.18,3.06,0.453588,296.164,845.635,3097.23,262.27,280.367,0,0.978484,123,1,0,0,0,1.00909
5,Culture-402-5.CNG.swc_3-CNG,12384.6,1,4,9,275.39,141.28,10.32,0.288432,569.656,905.779,3098.28,183.876,261.836,3,0.914309,216,0.75,0,124.867,107.512,1.05384
5,Culture-402-5.CNG.swc_4-CNG,12384.6,1,2,5,167.99,133.2,11.76,0.491262,318.52,850.552,3097.31,176.611,203.658,1,0.953822,112,0.5,0,70.6354,71.3984,1.03143
5,Culture-402-6.CNG.swc_1-CNG,5330.52,1,2,5,14.9,69.51,1.91,0.469682,121.892,471.103,1333.05,69.6512,79.8714,1,0.907078,89,0.5,0,98.4489,7.54922,1.03724
5,Culture-402-6.CNG.swc_2-CNG,5330.52,1,3,7,64.53,71.36,13.41,0.324084,217.057,492.03,1333.42,75.2375,93.024,2,0.881962,140,0.666667,0,119.303,88.0797,1.03135
5,Culture-402-6.CNG.swc_3-CNG,5330.52,1,3,7,63.89,62.33,3.4,0.412036,171.958,482.113,1333.25,69.1847,83.5352,2,0.916973,104,0.666667,0,34.1424,52.5142,1.05082
5,Culture-402-6.CNG.swc_4-CNG,5330.52,1,5,11,41.79,147.544,1.71,0.324084,353.698,522.079,1333.95,157.161,180.356,3,0.912176,140,0.4,0,68.9155,66.2168,1.03191
5,Culture-402-6.CNG.swc_5-CNG,5330.52,1,1,3,16.94,56.2236,3.27,1.08633,70.6554,459.835,1332.86,54.3051,58.7282,0,0.974895,35,1,0,0,0,1.011
5,Culture-402-6.CNG.swc_6-CNG,5330.52,1,3,7,65.55,46.97,2.21,0.694065,176.228,483.052,1333.26,86.6998,96.795,2,0.960703,57,0.666667,0,87.0516,86.3878,1.02635
5,Culture-402-6.CNG.swc_7-CNG,5330.52,1,1,3,66.19,41.6536,4.92,0.741165,108.404,468.136,1333,78.4841,96.4763,0,0.937836,53,1,0,0,0,1.02372
5,Culture-403-1.CNG.swc_1-CNG,10750.5,1,1,3,35.01,101.045,1.74,0.919017,118.613,736.175,2688.03,99.3307,103.544,0,0.986437,53,1,0,0,0,1.00659
5,Culture-403-1.CNG.swc_2-CNG,10750.5,1,3,7,90.24,102.54,17.39,0.354797,327.644,782.144,2688.83,135.579,142.855,2,0.951718,158,0.666667,0,56.1149,36.4723,1.01929
5,Culture-403-1.CNG.swc_3-CNG,10750.5,1,3,7,173.97,196.65,17.28,0.339449,505.518,821.26,2689.52,188.901,253.97,2,0.903814,167,0.666667,0,83.521,87.4806,1.03216
5,Culture-403-1.CNG.swc_4-CNG,10750.5,1,4,9,108.1,137.9,10.2,0.421546,301.671,776.432,2688.73,142.563,161.038,3,0.95372,128,0.75,0,64.6109,64.9688,1.02551
5,Culture-403-2.CNG.swc_1-CNG,20714.8,1,7,15,64.08,106.13,2.5,0.320203,444.495,1198.31,5180.33,125.756,137.653,4,0.946337,224,0.419048,0,54.7612,44.8986,1.02381
5,Culture-403-2.CNG.swc_2-CNG,20714.8,1,8,17,61.98,109.06,4.04,0.409669,384.992,1185.22,5180.1,109.691,129.558,4,0.957706,165,0.458333,0,60.4012,47.5593,1.01768
5,Culture-403-2.CNG.swc_3-CNG,20714.8,1,5,11,108.13,155.53,4.48,0.464686,367.411,1181.35,5180.03,188.897,204.199,3,0.952192,142,0.466667,0,49.0274,13.732,1.01931
5,Culture-403-2.CNG.swc_4-CNG,20714.8,1,6,13,74.47,177.29,8.77,0.39026,412.95,1191.37,5180.21,113.328,141.683,3,0.927905,175,0.5,0,89.551,68.296,1.02316
5,Culture-403-2.CNG.swc_5-CNG,20714.8,1,1,3,49.18,43.4659,3.14,1.58474,92.7227,1120.95,5178.98,64.2058,73.9709,0,0.955996,37,1,0,0,0,1.01354
