class,name,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21
10,050803b_finaltrace.CNG.swc_1-CNG,3936.83,1,13,27,68.41,101.35,34,0.856249,664.825,2016.78,1328.58,104.866,162.86,6,0.823586,471,0.571484,4.705,112.951,90.9529,1.07071
10,050803b_finaltrace.CNG.swc_2-CNG,3936.83,1,1,3,27.98,42.6306,35.57,1.69893,75.0692,586.4,1049.18,47.2628,64.2881,0,0.911724,34,1,0,0,0,1.07583
10,050803b_finaltrace.CNG.swc_3-CNG,3936.83,1,10,21,43.1,29.51,40.07,1.03735,246.387,1153.43,1246.93,59.7532,100.768,6,0.848404,172,0.595,5.7,80.9794,77.3686,1.08429
10,050803b_finaltrace.CNG.swc_4-CNG,3936.83,1,4,9,46.11,78.64,37.57,1.02603,282.636,1377.79,1433.39,92.6463,136.029,2,0.851102,213,0.25,3.305,53.9431,56.2165,1.06183
10,050803b_finaltrace.CNG.swc_5-CNG,3936.83,1,2,5,11.16,42.6306,24.07,2.06389,56.9375,488.065,1010.31,30.9801,40.0359,1,0.964143,24,0.5,0,104.687,95.3265,1.01992
10,050803c_finaltrace.CNG.swc_10-CNG,3534.33,1,2,5,13.46,78.0302,1.5,2.29902,29.7043,387.128,892.807,13.8689,14.5968,1,0.940684,19,0.5,0,98.1763,52.4672,1.05272
10,050803c_finaltrace.CNG.swc_1-CNG,3534.33,1,16,33,70.31,106.79,15.5,0.910749,605.595,2014.2,1302.91,103.368,128.299,6,0.834018,496,0.473214,11.66,79.9314,62.3976,1.08523
10,050803c_finaltrace.CNG.swc_2-CNG,3534.33,1,5,11,40.53,87,11.5,1.07324,228.135,1037.65,1088.37,94.8405,135.142,4,0.872428,210,0.8,1.31,97.8063,55.8939,1.06242
10,050803c_finaltrace.CNG.swc_3-CNG,3534.33,1,1,3,8.61,78.0302,5.5,3.20088,28.1283,397.881,898.814,12.4463,17.7278,0,0.900692,13,1,0,0,0,1.07187
10,050803c_finaltrace.CNG.swc_4-CNG,3534.33,1,1,3,29.11,78.0302,6.5,1.4946,66.4546,504.815,924.224,42.7271,56.0542,0,0.920749,46,1,0,0,0,1.04413
10,050803c_finaltrace.CNG.swc_5-CNG,3534.33,1,1,3,20.32,78.0302,4,2.19807,34.8568,397.745,894.536,20.689,24.4564,0,0.948651,20,1,0,0,0,1.05786
10,050803c_finaltrace.CNG.swc_6-CNG,3534.33,1,9,19,73.51,106.32,16,0.888577,488.932,1602.34,1153.81,92.8426,129.162,5,0.83311,477,0.405291,0,76.9746,77.1441,1.08487
10,050803c_finaltrace.CNG.swc_7-CNG,3534.33,1,2,5,12.99,78.0302,2,1.26402,66.2229,478.362,910.978,37.2143,51.0477,1,0.883638,60,0.5,0,126.634,19.0748,1.09113
10,050803c_finaltrace.CNG.swc_8-CNG,3534.33,1,1,3,17.44,23.5302,1.5,1.31447,39.3227,410.697,897.403,25.3455,28.9222,0,0.958777,54,1,0,0,0,1.04355
10,050803c_finaltrace.CNG.swc_9-CNG,3534.33,1,1,3,2.69,17.5102,0,2.84153,24.0472,373.265,890.104,13.4615,13.6468,0,0.995475,14,1,0,0,0,1.00803
10,050803d_finaltrace.CNG.swc_10-CNG,4862.3,1,11,23,118.74,79.61,12,1.10768,438.321,1796.21,1578.74,137.433,156.019,5,0.848728,314,0.59596,8.26,88.2483,64.7563,1.06855
10,050803d_finaltrace.CNG.swc_11-CNG,4862.3,1,3,7,35.08,61.4436,8.5,1.37771,142.705,878.721,1343.74,58.4555,74.0907,2,0.89186,113,0.666667,0,89.6618,74.2004,1.05503
10,050803d_finaltrace.CNG.swc_12-CNG,4862.3,1,1,3,27.9,11.5673,2,2.36466,42.129,524.906,1244.68,28.019,30.5618,0,0.972267,24,1,0,0,0,1.01827
10,050803d_finaltrace.CNG.swc_13-CNG,4862.3,1,1,3,13.7,12.5436,3,3.54475,28.5877,485.933,1235.93,15.5688,17.0205,0,0.97157,13,1,0,0,0,1.04124
10,050803d_finaltrace.CNG.swc_14-CNG,4862.3,1,1,3,35.93,14.8036,1,2.29466,36.5771,496.563,1234.06,22.9873,25.0098,0,0.973043,24,1,0,0,0,1.03074
10,050803d_finaltrace.CNG.swc_15-CNG,4862.3,1,1,3,35.93,25.2436,2,2.95699,36.231,495.509,1233.8,21.7081,24.6637,0,0.960054,16,1,0,0,0,1.04932
10,050803d_finaltrace.CNG.swc_1-CNG,4862.3,1,8,17,147.2,60.7136,7.5,1.05979,305.621,1319.64,1443.8,121.256,148.707,4,0.821733,276,0.458333,1.965,93.631,88.3603,1.08669
10,050803d_finaltrace.CNG.swc_2-CNG,4862.3,1,1,3,12.67,41.7736,6.5,1.98393,62.2772,564.155,1248.17,37.48,50.7099,0,0.909113,31,1,0,0,0,1.17711
10,050803d_finaltrace.CNG.swc_3-CNG,4862.3,1,5,11,24.26,84.7436,9,1.25254,168.528,881.445,1324.2,81.4997,107.341,3,0.914866,107,0.466667,3.135,120.562,99.6133,1.07038
10,050803d_finaltrace.CNG.swc_4-CNG,4862.3,1,2,5,46.89,44.3336,4.5,1.3568,102.885,674.28,1280.04,60.8032,75.9925,1,0.861862,65,0.5,0,129.868,166.747,1.06053
10,050803d_finaltrace.CNG.swc_5-CNG,4862.3,1,5,11,59.44,113.624,3.5,0.912432,236.895,945.346,1313.14,139.91,168.023,3,0.875195,194,0.4,0,93.2264,93.0964,1.06461
10,050803d_finaltrace.CNG.swc_6-CNG,4862.3,1,5,11,57.78,85.37,5,1.03812,194.017,886.105,1324.51,95.9313,149.758,4,0.839264,175,0.8,0,83.9588,83.1657,1.07867
10,050803d_finaltrace.CNG.swc_7-CNG,4862.3,1,11,23,113.53,100.11,13,1.01629,355.799,1413.27,1445.57,111.071,134.219,7,0.829464,307,0.650505,0,80.592,77.4574,1.07808
10,050803d_finaltrace.CNG.swc_8-CNG,4862.3,1,15,31,99.82,55.5036,15,1.1612,407.425,1764.8,1583.63,93.8727,116.509,7,0.839251,344,0.677778,0,78.524,68.582,1.07839
10,050803d_finaltrace.CNG.swc_9-CNG,4862.3,1,4,9,35.93,21.5236,4,1.69485,85.7534,700.839,1307.81,33.9096,44.6195,3,0.865533,56,0.75,1.7,112.589,57.7777,1.08516
10,050803e_finaltrace.CNG.swc_10-CNG,4596.4,1,2,5,113.46,16.6862,7.09,2.24749,39.141,468.611,1160.73,15.8085,20.0813,1,0.94715,21,0.5,0,58.4343,10.6085,1.02653
10,050803e_finaltrace.CNG.swc_11-CNG,4596.4,1,2,5,15.35,12.4362,9.59,2.32337,38.3651,466.832,1160.41,18.943,24.2067,1,0.933155,20,0.5,0,72.9181,32.5774,1.05327
10,050803e_finaltrace.CNG.swc_1-CNG,4596.4,1,13,27,56.32,71.8762,17,0.937589,389.864,1425.97,1378.77,82.659,131.769,8,0.841549,308,0.689311,2.67,76.81,55.6709,1.0633
10,050803e_finaltrace.CNG.swc_2-CNG,4596.4,1,11,23,37.3,89.92,18,1.02995,358.826,1454.14,1422.65,70.6954,102.833,4,0.869983,264,0.267677,0,86.5269,81.39,1.05585
10,050803e_finaltrace.CNG.swc_3-CNG,4596.4,1,4,9,51.82,102.09,8.5,0.972487,267.918,1079.28,1293.04,110.69,148.112,2,0.866221,204,0.25,0,91.1861,60.562,1.04902
10,050803e_finaltrace.CNG.swc_4-CNG,4596.4,1,9,19,59.64,81.55,15.5,0.901468,371.466,1315.16,1334.66,88.3482,128.766,6,0.85757,298,0.688889,0,85.6752,82.1639,1.05764
10,050803e_finaltrace.CNG.swc_5-CNG,4596.4,1,1,3,14.76,25.1062,9,2.11364,45.3362,491.13,1167.2,25.0326,33.9837,0,0.912202,24,1,0,0,0,1.08241
10,050803e_finaltrace.CNG.swc_6-CNG,4596.4,1,13,27,64.99,83.3062,13.59,0.868485,381.622,1304.13,1323.92,85.2697,119.572,7,0.812675,345,0.686869,2.505,81.4208,75.2981,1.09339
10,050803e_finaltrace.CNG.swc_7-CNG,4596.4,1,3,7,11.16,31.6062,3.41,1.40014,65.2962,547.857,1179.76,28.2648,35.5669,2,0.882925,53,0.666667,0,73.4066,50.7376,1.07776
10,050803e_finaltrace.CNG.swc_8-CNG,4596.4,1,1,3,12.03,11.3524,2.91,3.60311,27.5129,456.667,1162.3,12.2185,16.1605,0,0.91869,12,1,0,0,0,1.08734
10,050803e_finaltrace.CNG.swc_9-CNG,4596.4,1,2,5,113.46,12.4562,8.59,2.11554,36.2376,461.953,1159.51,15.9473,20.9736,1,0.908638,23,0.5,0,66.1371,55.6514,1.05225
10,10-6vkd1m.CNG.swc_1-CNG,9851.18,1,3,7,41.58,39.9184,11.81,1.08779,119.551,712.594,2463.98,41.8369,55.3317,2,0.924783,45,0.666667,0,55.9267,64.9805,1.02451
10,10-6vkd1m.CNG.swc_2-CNG,9851.18,1,3,7,32.26,101.352,60.29,0.508843,306.73,783.158,2466.1,114.597,129.975,2,0.94316,112,0.666667,0,96.2137,44.1689,1.01799
10,10-6vkd1m.CNG.swc_3-CNG,9851.18,1,4,9,40.47,42.6984,39.53,0.870869,148.308,723.435,2464.31,55.893,66.5174,2,0.953438,58,0.25,0,62.2339,68.3375,1.02057
10,10-6vkd1m.CNG.swc_4-CNG,9851.18,1,1,3,16.08,42.4284,25.75,1.73298,74.7195,695.693,2463.47,40.1913,60.0827,0,0.889645,27,1,0,0,0,1.03952
10,10-6vkd1m.CNG.swc_5-CNG,9851.18,1,2,5,37.23,152.22,34.28,0.60933,255.6,763.883,2465.52,158.774,181.264,1,0.91926,89,0.5,0,75.3141,45.4106,1.0356
10,10-6vkd2m.CNG.swc_1-CNG,13756.8,1,3,7,80.44,87.88,40.91,0.566979,279.109,939.925,3442.18,100.519,125.165,2,0.926686,109,0.666667,0,64.5168,48.5894,1.02764
10,10-6vkd2m.CNG.swc_2-CNG,13756.8,1,2,5,52.5,32.63,22.77,1.33802,107.419,875.199,3440.24,61.0572,79.239,1,0.937828,40,0.5,0,92.006,59.9179,1.02572
10,10-6vkd2m.CNG.swc_3-CNG,13756.8,1,8,17,149.85,198.73,65.62,0.279218,806.937,1138.91,3448.15,199.792,234.734,4,0.883392,306,0.375,0,81.536,104.854,1.03402
10,10-6vkd2m.CNG.swc_4-CNG,13756.8,1,5,11,201.63,131.86,69.56,0.373754,615.984,1066.92,3445.99,231.405,288.571,3,0.943344,192,0.466667,0,68.621,39.9229,1.01467
10,30-6b2AKE.CNG.swc_1-CNG,8213.19,1,4,9,137.11,116.43,52.87,1.40738,519.971,2901.83,3077.49,162.661,193.961,2,0.869967,795,0.25,5.945,79.8882,55.5141,1.04153
10,30-6b2AKE.CNG.swc_2-CNG,8213.19,1,6,13,41.87,116.642,23.03,1.1263,313.472,1669.96,2443.64,129.191,163.707,5,0.859876,500,0.833333,4.445,86.7589,64.3294,1.07327
10,30-6b3AKE.CNG.swc_1-CNG,9300.54,1,1,3,70.22,123.79,24.62,1.12317,186.463,1132.26,2456.8,144.645,172.104,0,0.946816,251,1,0,0,0,1.03394
10,30-6b3AKE.CNG.swc_2-CNG,9300.54,1,2,5,81.16,218.84,25.38,1.01704,370.91,1692.71,2600.75,226.337,275.452,1,0.902781,586,0.5,0.86,79.1989,65.7528,1.04489
10,30-6b3AKE.CNG.swc_3-CNG,9300.54,1,6,13,136.51,117.82,54.16,1.32186,725.618,3808.97,3706.29,152.691,254.621,3,0.852581,1075,0.25,5.825,80.8331,61.603,1.05195
10,30-6b4AKE.CNG.swc_1-CNG,14352.2,1,4,9,99.68,85.22,36.01,0.879507,415.035,2044.13,3994.01,111.626,145.915,2,0.880421,712,0.25,3.155,77.1076,55.2323,1.05319
10,30-6b4AKE.CNG.swc_2-CNG,14352.2,1,1,3,71.18,71.1165,14.35,1.24193,111.418,1133.93,3656.6,81.9554,94.8248,0,0.954761,150,1,0,0,0,1.03348
10,30-6b4AKE.CNG.swc_3-CNG,14352.2,1,3,7,145.15,31.9865,9.95,1.92381,234.076,2223.9,4462.11,146.703,173.963,2,0.874994,233,0.666667,2.155,94.5403,26.5502,1.04495
10,30-6b5AKE.CNG.swc_1-CNG,11981.5,1,3,7,31.53,57.83,26.5,1.77808,149.443,1501.9,3395.44,64.3232,101.325,2,0.85706,135,0.666667,3.72,89.9109,70.7981,1.08366
10,30-6b5AKE.CNG.swc_2-CNG,11981.5,1,9,19,108.47,68.13,53.94,1.55855,501.613,3090.6,4038.1,116.465,195.129,5,0.826646,662,0.529101,11.23,89.0834,77.5618,1.06709
10,30-6b6AKE.CNG.swc_1-CNG,6024.97,1,2,5,158.23,83.12,20.98,1.35326,259.308,1455.65,1845.58,176.548,234.799,1,0.864355,440,0.5,1.235,99.3537,52.1597,1.06087
10,30-6b6AKE.CNG.swc_2-CNG,6024.97,1,2,5,39.28,81.77,29.17,0.862262,168.626,841.704,1580.47,90.1707,105.082,1,0.92831,262,0.5,0,21.0196,50.5751,1.03569
10,30-6b6AKE.CNG.swc_3-CNG,6024.97,1,2,5,30.17,84.06,21.58,1.05637,151.99,858.714,1607.41,84.5018,130.698,1,0.899426,225,0.5,1.635,104.487,103.009,1.05786
10,30-6b6AKE.CNG.swc_4-CNG,6024.97,1,2,5,53.46,87.2579,43.55,1.18013,178.925,1068.66,1690.13,109.662,146.637,1,0.912843,250,0.5,2.19,66.9394,84.1647,1.05109
10,30-6b6AKE.CNG.swc_5-CNG,6024.97,1,4,9,55.15,167.69,42.35,0.922766,397.17,1564.31,1792.17,149.166,179.351,2,0.871418,630,0.25,1.125,116.343,81.3347,1.04681
10,31-8b1AKE.CNG.swc_1-CNG,18047.3,1,8,17,177.02,175.7,52.79,1.05721,935.189,4160.68,5630.31,185.034,231.475,4,0.893726,1504,0.416667,8.735,70.3459,64.1071,1.03457
10,31-8b1AKE.CNG.swc_2-CNG,18047.3,1,1,3,11.65,35.1048,5.83,4.39404,50.0691,1291.83,4716.42,29.1947,32.1594,0,0.96927,27,1,0,0,0,1.01537
10,31-8b1AKE.CNG.swc_3-CNG,18047.3,1,4,9,190.31,115.03,36.21,1.05757,463.159,2517.52,5034.39,127.319,176.501,3,0.895367,721,0.75,4.265,72.7997,93.7218,1.0377
10,31-8b2AKE.CNG.swc_1-CNG,11344.8,1,12,25,142.31,99.89,47.5,1.05913,781.124,3503.77,3973.82,124.634,169.022,8,0.860464,1359,0.675926,15.335,79.3076,56.8901,1.05509
10,31-8b2AKE.CNG.swc_2-CNG,11344.8,1,5,11,116.99,185.48,35.15,1.11722,379.351,2006.13,3295.77,224.34,290.532,4,0.896934,551,0.8,8.55,89.3663,68.6336,1.04021
10,31-8b2AKE.CNG.swc_3-CNG,11344.8,1,1,3,11.45,20.581,9.87,4.16695,41.5572,921.807,2938.96,18.6543,26.2152,0,0.903861,21,1,0,0,0,1.10305
10,31-9a3AKE.CNG.swc_1-CNG,7796.33,1,2,5,102.54,106.53,30.68,0.868517,283.96,1249.37,2117.67,139.609,179.346,1,0.900587,542,0.5,0.89,87.9107,56.8431,1.04783
10,31-9a3AKE.CNG.swc_2-CNG,7796.33,1,4,9,220.07,122.07,27.96,0.898181,464.649,1882.21,2332.43,222.645,303.988,3,0.906672,788,0.75,4.775,100.301,81.9839,1.04353
10,31-9a3AKE.CNG.swc_3-CNG,7796.33,1,2,5,74.43,66.04,32.14,1.04893,171.634,1043.76,2090.17,100.264,116.601,1,0.925423,266,0.5,2.2,84.0602,59.0972,1.03343
10,31-9a4AKE.CNG.swc_1-CNG,7591.13,1,3,7,116.32,92.49,52.87,0.927298,392.216,1693.53,2242.38,119.437,172.318,2,0.863192,634,0.666667,2.765,77.2022,52.9492,1.04876
10,31-9a4AKE.CNG.swc_2-CNG,7591.13,1,2,5,74.83,90.95,37.98,0.964236,241.13,1169.54,2056.24,96.5577,129.163,1,0.867092,351,0.5,1.185,77.9066,69.9537,1.06439
10,31-9a4AKE.CNG.swc_3-CNG,7591.13,1,4,9,126.79,122.519,40.3,1.1448,375.18,1826.15,2300.17,138.199,196.633,2,0.868024,481,0.25,3.42,80.7408,82.6861,1.04668
10,31-9a4AKE.CNG.swc_4-CNG,7591.13,1,3,7,79.69,80.2895,43.71,1.07028,247.415,1254.9,2081.07,111.471,129.626,2,0.889317,307,0.666667,2.635,72.88,65.1506,1.03391
10,32-8b1AKE.CNG.swc_1-CNG,16384.8,1,4,9,195.01,72.74,19.61,1.31964,445.103,2788.12,4979.32,121.37,163.378,3,0.897285,619,0.75,5.115,75.6681,108.988,1.03367
10,32-8b1AKE.CNG.swc_2-CNG,16384.8,1,1,3,70.63,46.4209,11.74,1.54232,110.954,1313.7,4236.14,80.9196,93.6117,0,0.954806,110,1,0,0,0,1.02074
10,32-8b1AKE.CNG.swc_3-CNG,16384.8,1,3,7,174.14,100.74,38.18,1.27537,406.139,2484.56,4713.35,154.382,220.294,2,0.871524,623,0.666667,3.87,112.66,107.637,1.04851
10,32-9a2AKE.CNG.swc_1-CNG,4401.05,1,8,17,170.83,174.1,50.91,1.15137,772.12,3344.79,2264.44,149.576,246.901,4,0.870124,1221,0.458333,11.885,87.3742,70.3793,1.03686
10,32-9a2AKE.CNG.swc_2-CNG,4401.05,1,2,5,204.12,64.62,45.15,1.035,375.448,1793.6,1683.38,170.973,245.119,1,0.877005,508,0.5,1.23,85.6485,150.779,1.03969
10,32-9a3AKE.CNG.swc_1-CNG,9323.17,1,5,11,112.49,101.05,33.94,0.853214,481.808,1910.45,2665.32,109.587,148.9,3,0.838874,800,0.466667,4.825,73.6622,73.9209,1.0784
10,32-9a3AKE.CNG.swc_2-CNG,9323.17,1,5,11,203.25,76.52,18.71,1.30294,624.475,3185.24,3453.73,221.473,269.006,3,0.868165,896,0.466667,3.35,78.1375,43.0971,1.04658
10,32-9a4AKE.CNG.swc_1-CNG,5409.78,1,5,11,155.55,176,60.83,1.01378,657.143,2412.94,1939.44,186.026,271.831,3,0.828925,592,0.466667,6.105,86.5984,80.7964,1.06396
10,32-9a4AKE.CNG.swc_2-CNG,5409.78,1,1,3,98.8,212.86,49.46,1.28415,296.061,1460.06,1682.97,247.541,284.075,0,0.957131,214,1,0,0,0,1.02992
10,32-9a4AKE.CNG.swc_3-CNG,5409.78,1,3,7,44.79,138.63,22.8,1.27076,291.21,1450.21,1700.28,150.395,191.655,2,0.880022,222,0.666667,1.46,80.4552,46.9118,1.05788
10,32-9a4AKE.CNG.swc_4-CNG,5409.78,1,3,7,228.45,79.723,39.01,0.899642,392.82,1387.09,1574.29,154.98,210.363,2,0.869399,340,0.666667,3.165,74.4639,125.812,1.04867
10,32-9a5AKE.CNG.swc_1-CNG,3970.71,1,5,11,85.34,112.7,43.94,0.74602,464.557,1294.86,1185.08,143.043,170.256,4,0.902095,393,0.8,0,100.201,50.0652,1.04313
10,32-9a5AKE.CNG.swc_2-CNG,3970.71,1,3,7,131.67,57.74,99.31,0.763454,411.441,1216.65,1186.62,170.418,213.857,2,0.856199,326,0.666667,2.31,66.2966,55.5312,1.08227
10,32-9a5AKE.CNG.swc_3-CNG,3970.71,1,3,7,180.7,61.24,33.03,1.00434,395.486,1484.25,1315.02,187.51,216.523,2,0.891751,372,0.666667,0.69,75.2558,56.3271,1.03974
10,32-9a5AKE.CNG.swc_4-CNG,3970.71,1,4,9,173.95,68.3,44.75,1.13023,460.291,1896,1510.35,184.956,220.663,3,0.912636,413,0.75,4.63,65.8621,33.2789,1.03023
10,34-7b4AKE.CNG.swc_1-CNG,11155.5,1,3,7,185.82,100.44,68.86,1.17922,384.371,1993.8,3219.12,208.358,243.827,2,0.884126,321,0.666667,5.295,91.5119,69.2803,1.03834
10,34-7b4AKE.CNG.swc_2-CNG,11155.5,1,3,7,88.04,117.358,35.75,1.20902,372.667,1906.61,3175.43,143.058,179.121,2,0.893286,296,0.666667,1.99,111.659,45.4834,1.02966
10,34-7b4AKE.CNG.swc_3-CNG,11155.5,1,3,7,80.85,130.17,68.18,1.15866,335.644,1727.85,3086.55,147.388,199.433,2,0.866852,285,0.666667,3.54,79.7835,88.8328,1.0534
10,34-8s1LNS.CNG.swc_1-CNG,18980.7,1,7,15,138.5,147.61,114.08,1.37708,775.376,4426.93,6206.71,195.198,254.912,4,0.847854,1423,0.6,11.69,80.1317,44.3217,1.05727
10,34-8s1LNS.CNG.swc_2-CNG,18980.7,1,2,5,130.91,177.05,100.14,1.45709,448.347,2981.05,5515.62,205.254,277.643,1,0.867259,907,0.5,1.88,66.2482,111.123,1.05959
10,34-8s1LNS.CNG.swc_3-CNG,18980.7,1,5,11,126.12,70.58,69.96,1.39939,447.551,2881.71,5480.58,160.478,204.87,4,0.761143,915,0.8,4.565,84.6405,63.208,1.08438
10,34-8s2LNS.CNG.swc_1-CNG,13944.9,1,7,15,123.83,168.76,69.38,1.35894,766.004,4039.6,4832.53,174.395,209.95,4,0.862762,1635,0.419048,2.455,52.1082,51.169,1.05719
10,34-8s2LNS.CNG.swc_2-CNG,13944.9,1,3,7,68.92,92.21,44.43,1.30026,211.736,1602.02,3738.83,88.4941,110.707,2,0.903206,468,0.666667,2.95,82.2609,69.4782,1.07329
10,34-8s2LNS.CNG.swc_3-CNG,13944.9,1,5,11,93.23,78.15,34.93,1.07887,338.64,2042.71,3972.42,113.184,192.382,3,0.866756,634,0.466667,7.57,72.2711,66.235,1.05307
10,34-8s2LNS.CNG.swc_4-CNG,13944.9,1,9,19,127,116.7,89.69,1.07561,706.284,3220.41,4357.59,136.839,199.822,4,0.796027,1455,0.492063,9.745,67.7946,80.9197,1.07513
10,34-8s3LNS.CNG.swc_1-CNG,16484.9,1,6,13,105.16,109.491,84.91,1.04274,575.486,2863.93,4832.03,125.577,173.523,5,0.844977,1272,0.833333,10.2,69.4366,75.9842,1.06581
10,34-8s3LNS.CNG.swc_2-CNG,16484.9,1,2,5,119.39,83.96,39.31,1.1245,259.339,1773.13,4393.62,152.456,184.379,1,0.900532,631,0.5,0,83.1669,46.1793,1.05175
10,34-8s3LNS.CNG.swc_3-CNG,16484.9,1,1,3,72.34,47.1586,78.49,1.17019,157.711,1404,4258.11,113.718,140.334,0,0.936779,272,1,0,0,0,1.04066
10,34-8s3LNS.CNG.swc_4-CNG,16484.9,1,2,5,173.13,83.7086,71.05,1.19732,370.381,2275.43,4629.67,150.86,199.314,1,0.851875,590,0.5,2.22,113.719,108.17,1.06543
10,34-8s3LNS.CNG.swc_5-CNG,16484.9,1,1,3,6.66,17.3772,12.25,11.1383,33.1081,1039.31,4162.8,15.7083,15.731,0,0.99952,5,1,0,0,0,0
10,34-8s5AKE.CNG.swc_1-CNG,6124.41,1,2,5,126.81,96.92,32.87,1.02328,314.864,1318.81,1744.59,161.672,209.617,1,0.832794,255,0.5,1.815,84.3407,84.3655,1.08348
10,34-8s5AKE.CNG.swc_2-CNG,6124.41,1,6,13,214.2,94.42,74.46,0.977299,599.923,2177.9,1973.11,181.823,221.277,4,0.856047,516,0.555556,6.755,76.6491,77.1434,1.05963
10,34-8s5AKE.CNG.swc_3-CNG,6124.41,1,2,5,66.21,92.91,24.91,1.29967,188.433,1098.75,1723.43,98.6463,151.553,1,0.884153,164,0.5,1.655,152.604,144.987,1.05751
10,35-7a1AKE.CNG.swc_1-CNG,10252.6,1,4,9,84.33,116.15,45.15,1.04764,290.364,1582.45,2836.8,105.622,138.021,2,0.896542,446,0.25,4.12,79.5699,86.347,1.03977
10,35-7a1AKE.CNG.swc_2-CNG,10252.6,1,2,5,84.66,144.37,23.34,0.972078,280.731,1526.09,2843.27,165.666,194.139,1,0.936217,447,0.5,2.33,83.0668,26.7867,1.0289
10,35-7a1AKE.CNG.swc_3-CNG,10252.6,1,2,5,26.52,80.7165,16.37,1.16635,126.096,1055.25,2674.11,75.464,87.4053,1,0.921584,181,0.5,0.615,75.2065,84.8924,1.04325
10,35-7a1AKE.CNG.swc_4-CNG,10252.6,1,4,9,108.38,102.67,9.4,1.03398,371.453,1829.81,2904.2,122.896,152.145,2,0.863413,610,0.25,6.835,89.6765,49.0019,1.05553
10,35-8a3AKE.CNG.swc_1-CNG,5755.3,1,1,3,15.07,35.288,2.34,2.78993,29.0624,555.567,1473.38,15.579,16.8264,0,0.975288,28,1,0,0,0,1.03967
10,35-8a3AKE.CNG.swc_2-CNG,5755.3,1,3,7,131.45,45,28.83,0.968312,221.552,1076.76,1604.24,141.107,174.81,2,0.929372,327,0.666667,2.455,85.7037,79.8978,1.03626
10,35-8a3AKE.CNG.swc_3-CNG,5755.3,1,6,13,100.73,86.48,63.1,1.21896,514.783,2433.57,2185.8,113.187,151.553,4,0.859389,720,0.583333,8.545,91.504,65.6029,1.05148
10,35-8a3AKE.CNG.swc_4-CNG,5755.3,1,1,3,8.89,47.218,9.09,1.1038,66.3987,634.511,1493.71,42.066,54.1627,0,0.92326,89,1,0,0,0,1.09291
10,35-8a4AKE.CNG.swc_1-CNG,6158.33,1,8,17,136.09,114.83,91.58,1.03839,611.01,2605.31,2302.67,188.499,247.525,4,0.887373,922,0.625,12.53,93.8181,83.0439,1.04168
10,35-8a4AKE.CNG.swc_2-CNG,6158.33,1,4,9,130.32,90.15,37.8,1.11866,328.347,1644.1,1957.3,165.676,203.021,3,0.889383,562,0.75,7.48,101.444,80.2128,1.04428
10,35-8a4AKE.CNG.swc_3-CNG,6158.33,1,4,9,192.83,86.45,22.58,1.09222,374.1,1745.93,1953.8,182.867,239.2,3,0.882134,625,0.75,1,113.873,105.765,1.05776
10,36-7b1AKE.CNG.swc_1-CNG,7774.62,1,5,11,143.83,159.29,74.07,1.22415,642.944,3116.21,2936.96,194.041,261.164,4,0.867855,981,0.8,3.63,74.0647,76.729,1.06231
10,36-7b1AKE.CNG.swc_2-CNG,7774.62,1,6,13,141.16,95.09,45.29,1.0133,513.986,2178.66,2436.82,177.66,217.159,3,0.865099,825,0.5,2.04,115.249,41.3248,1.05438
10,37-9a3AKE.CNG.swc_1-CNG,8259.53,1,4,9,192.97,155.16,32.34,1.21619,535.17,2728.48,2938.2,221.495,278.997,3,0.873044,872,0.75,3.565,82.8265,78.8968,1.0452
10,37-9a3AKE.CNG.swc_2-CNG,8259.53,1,3,7,134.79,47.11,40.01,1.40394,291.259,1835.17,2540.67,142.955,190.691,2,0.90878,400,0.666667,3.8,114.512,54.7939,1.03722
10,37-9a3AKE.CNG.swc_3-CNG,8259.53,1,1,3,64.52,52.76,42.81,1.01397,142.1,1011.68,2209.79,95.806,128.298,0,0.915582,198,1,0,0,0,1.05496
10,37-9b1AKE.CNG.swc_1-CNG,7811.3,1,4,9,117.19,61.45,39.99,1.23817,296.053,1680.17,2393.54,113.979,217.473,3,0.879059,419,0.75,4.435,100.635,89.697,1.05269
10,37-9b1AKE.CNG.swc_2-CNG,7811.3,1,4,9,91.32,208.72,107.41,1.37374,508.506,2797.03,2916.58,160.576,209.364,3,0.89167,734,0.75,4.655,93.4256,68.0347,1.04271
10,37-9b1AKE.CNG.swc_3-CNG,7811.3,1,2,5,86.81,172.95,72.11,1.2457,441.408,2313.18,2642.84,209.653,247.896,1,0.906675,678,0.5,1.435,75.1923,34.2914,1.03821
10,37-9b4AKE.CNG.swc_1-CNG,5797.14,1,4,9,95.1,168.67,72.64,1.30309,451.372,2408.4,2341.86,187.083,219.906,2,0.902622,734,0.25,2.625,82.4998,52.9091,1.03494
10,37-9b4AKE.CNG.swc_2-CNG,5797.14,1,2,5,78.34,26.1,66.88,1.37187,207.916,1240.42,1714,91.2999,121.052,1,0.8681,287,0.5,3.49,100.623,27.8915,1.05334
10,37-9b4AKE.CNG.swc_3-CNG,5797.14,1,3,7,60.88,94.5,65.11,1.07817,343.118,1629.02,1842.64,118.532,151.645,2,0.865982,548,0.666667,0.89,56.5964,46.0079,1.05018
