class,name,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
9__040712TTX-CNG 5189.08 1 6 13 190.06 158.97 9.01 0.808377 851.633 2518.71 1827.43 192.644 234.684 4 65.5046 0.909912 553 0.555556 0.63 40.305 38.3837 1.02835
9__040726TTX1-CNG 9963.87 1 4 9 95.03 70 10.97 1.59994 292.229 1924.3 2970.32 100.33 169.569 2 32.4656 0.848891 200 0.25 1.71 48.1411 54.4665 1.07704
9__040726TTX1-CNG 9963.87 1 4 9 227.89 185.63 22.27 1.64431 758.895 4349.01 3993.22 308.788 375.318 2 84.3167 0.884498 573 0.25 2.41 69.8455 15.6163 1.03447
9__040728TTX-CNG 12739.8 1 2 5 38.21 141.69 6.66 1.6424 231.366 1774.94 3560.34 148.952 189.034 1 46.268 0.91055 167 0.5 1 63.2107 23.5576 1.05469
9__040728TTX-CNG 12739.8 1 2 5 48.14 66.32 56.67 1.76055 193.407 1443.93 3436.9 83.2277 109.814 1 38.676 0.896171 145 0.5 0.68 150.03 82.317 1.0473
9__040728TTX-CNG 12739.8 1 6 13 191.69 111.23 60.65 1.73631 803.688 4914.77 5135.46 229.562 358.813 5 61.8185 0.86911 542 0.833333 1.98833 109.602 48.194 1.03331
9__040811TTX2-CNG 10824.5 1 5 11 171.17 71.75 6.59 1.81114 493.351 3273.29 3893.84 168.929 200.782 4 44.8455 0.887167 397 0.8 2 75.0646 71.0638 1.05164
9__040811TTX2-CNG 10824.5 1 4 9 115.16 119.128 4.32 1.80886 482.644 3251.95 3839.57 137.344 154.95 2 53.6233 0.927959 395 0.25 2.0525 47.3457 28.6751 1.02402
9__040811TTX2-CNG 10824.5 1 4 9 202.33 125.44 4.87 1.44849 473.551 2855.75 3539.56 141.511 174.399 2 52.6122 0.810738 457 0.25 0 97.6089 92.4596 1.08963
9__041005APV1-CNG 4747.37 1 3 7 85.84 88.78 6.82 0.668155 287.652 856.194 1243.26 114.88 132.688 2 41.0886 0.938188 208 0.666667 0 90.191 43.8825 1.02435
9__041005APV1-CNG 4747.37 1 2 5 66.64 89.6623 6.29 0.727856 190.423 700.412 1223.4 116.383 135.016 1 38.078 0.937439 151 0.5 0 75.6515 57.1612 1.029
9__041005APV2-CNG 46042.4 1 7 15 144.17 176.17 14.54 2.31965 1030.27 9428.17 18032.1 198.135 239.249 5 68.68 0.90778 633 0.619048 1.52167 76.8952 33.8314 1.0335
9__041005APV2-CNG 46042.4 1 4 9 40.88 187.76 5.46 2.7293 464.677 5396.09 13850.3 190.857 209.722 3 51.6244 0.888266 262 0.75 1.25 109.222 27.6037 1.0515
9__041012APV1-CNG 14513.9 1 8 17 140 191.51 8.41 1.5794 969.822 5601.92 5683.45 219.274 241.43 4 57.0435 0.909299 743 0.416667 1.8125 58.3005 34.031 1.02772
9__041012APV1-CNG 14513.9 1 6 13 136.3 96.01 13.1 1.54024 557.027 3254.62 4522.41 148.208 189.009 5 42.8423 0.883161 397 0.833333 1.705 74.416 46.6535 1.03827
9__041012APV3-CNG 13280.5 1 16 33 147.56 220.85 6.6 0.658485 1268.53 3429.96 3800.18 188.196 257.632 7 38.4358 0.859793 2523 0.528869 1.67833 98.8005 47.2658 1.0449
9__041015-vehicle2-CNG 3371.68 1 4 9 180.88 196.16 9.76 1.06083 715.002 2529.43 1396.52 225.656 272.672 2 79.44 0.896988 515 0.25 0 90.5419 44.3559 1.03161
9__041015-vehicle2-CNG 3371.68 1 1 3 192.89 130.59 10.74 1.16632 277.787 1186.66 1061.54 238.426 267.549 0 92.5867 0.963716 189 1 0 0 0 1.01628
9__04n11023-TTX2-CNG 97705.9 1 12 25 90.15 163.31 9.05 2.15505 746.988 8405.5 28264.1 168.245 223.818 7 29.8732 0.900517 1251 0.666667 1.733 94.8507 68.5188 1.03011
