class,name,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
4__0209-02Mb-upNew-CNG 134819 1 14 29 205.475 345.06 17.48 1.84979 3964.52 26248.1 47903.8 458.091 490.136 5 136.702 0.96801 1556 0.404762 3.62833 54.3108 29.2084 1.00772
4__0209-02Mb-upNew-CNG 134819 1 7 15 260.11 130.643 19.98 2.07443 1399.66 12304.9 39566.9 312.484 332.08 4 93.3053 0.950466 547 0.419048 2.475 82.0491 19.8422 1.01087
4__0209-02Mb-upNew-CNG 134819 1 2 5 191.22 176.56 10.58 2.11439 395.733 5437.65 34275.7 215.025 272.911 1 79.142 0.944397 141 0.5 0 10.8274 102.445 1.0114
4__0209-02Mb-upNew-CNG 134819 1 5 11 285.528 324.353 6.58 2.2682 876.627 9721.73 40378.5 303.417 333.244 4 79.6891 0.979301 318 0.8 2.08833 104.836 60.2466 1.00573
4__020910c-07-2bNewPy-CNG 44077.9 1 12 25 250.19 249.305 25.18 1.9166 2341.1 15371.8 18059.2 315.173 362.401 4 93.6392 0.964683 905 0.116667 0 78.0645 38.5718 1.00876
4__020910c-07-2bNewPy-CNG 44077.9 1 6 13 354.74 266.961 16.92 1.93559 1409.74 9699.71 14746.7 306.281 324.95 5 108.436 0.967148 532 0.833333 0 96.5172 50.2319 1.0094
4__020910c-07-2bNewPy-CNG 44077.9 1 22 45 322.58 484.82 22.32 2.013 4430.01 29423.3 26696.2 585.75 595.964 11 98.4396 0.965219 1673 0.628571 2.47687 72.9489 63.6184 1.00473
4__020910c-07-2cNewPy-CNG 131799 1 18 37 348.15 514.08 24.68 2.07461 3879.98 28269.3 47374 592.609 643.86 12 104.86 0.961582 1475 0.851852 2.3675 68.4203 47.5554 1.01167
4__020910c-07-2cNewPy-CNG 131799 1 1 3 222.01 136.554 8.71 2.86042 308.233 5488.3 33826.2 259.889 273.486 0 102.74 0.983429 107 1 0 0 0 1.00748
4__020910c-07-2cNewPy-CNG 131799 1 4 9 284.07 299.228 15.06 2.06088 1026.61 9678.72 36357.4 368.583 391.556 3 114.062 0.969858 390 0.75 2.965 75.1178 51.8727 1.00927
4__020910c-07-2cNewPy-CNG 131799 1 5 11 225.045 308.45 13.78 1.9831 1514.47 12252.3 37003.9 376.885 393.73 3 137.674 0.968957 579 0.466667 3.735 84.3487 30.2249 1.00576
4__020910c-07-2cNewPy-CNG 131799 1 1 3 78.915 334.174 17.32 2.24731 405.778 5676.34 33757.1 323.478 371.031 0 135.257 0.957279 147 1 0 0 0 1.03118
4__050712-zB-CNG 25273.2 1 2 5 73.07 22.7486 14.45 1.369 128.641 1565.84 6386.58 74.7201 94.9949 1 25.72 0.864683 118 0.5 0 149.889 45.9138 1.10936
4__050712-zB-CNG 25273.2 1 7 15 159.49 84.19 27.01 0.948087 517.511 2614.38 6651.67 154.15 187.934 5 34.4953 0.865434 522 0.619048 2.2175 97.8675 85.7404 1.0562
4__050712-zB-CNG 25273.2 1 5 11 123.28 120.79 26.39 1.08804 445.765 2567.4 6648.57 145.086 175.867 3 40.5182 0.887685 459 0.4 2.185 72.5875 45.0057 1.04921
4__050712-zB-CNG 25273.2 1 4 9 103.82 59.79 40.63 1.14309 348.021 2290.86 6581.93 121.851 158.694 2 38.6633 0.838861 356 0.25 3.47 76.8184 67.9962 1.06398
